"A1","A11","A12","A2","A3","A4","A6","A7","A8","A9","C10","C11","C12","C2","C3","C4","C6","C7","C8","C9","E1","E10","E11","E12","E3","E5","E6","E7","E8","E9","EA1","EA10","EA11","EA12","EA3","EA4","EA5","EA6","EA8","EA9","V1","V10","V11","V12","V2","V4","V6","V7","V8","V9","VA1","VA10","VA11","VA12","VA2","VA3","VA4","VA5","VA6","VA7"
78373.05,171700.53,51113.91,95619.47,96075.4,60527.7,85339.4,77351.4,92630.97,68629.33,118462.34,109246.16,127846.86,114782.92,68616.06,90884.25,88979.47,120093.98,85901.92,146797.61,210776.58,201282.85,103051.51,70923.06,63834.09,113024.88,86790.51,82980.94,89481.96,64114.8,76745.11,98670.99,81539,46849.93,49119.7,45708.76,60367.4,101704.63,148659.7,113474.13,71751.5,161352.76,141945.45,179701.14,97950.78,78330.61,193525.09,134930.69,155703.88,109862.76,44257.24,89886.52,61755.23,73921.78,54801.67,68799.94,84128.81,75856.72,68549.85,78360.4
74,302,93,162,347,120,79,163,355,114,305,152,391,119,191,309,58,221,74,472,34,50,32,0,0,180,0,0,16,95,41,51,43,0,35,0,0,52,47,70,46,57,81,115,69,60,80,99,77,78,278,45,50,152,112,190,19,162,160,170
3664.82,11774.42,2112.88,6006.16,5250.12,2586.76,3870.29,5051.34,4943.71,2909.76,7918.28,5645.97,9407.75,5580.58,4568.07,6413.96,6173.66,5901.57,5543.08,10291.57,16796.08,13182.99,6512.96,5356.87,4420.15,7978.12,6789.48,5187.01,6521.58,4661.84,5112.09,6238.36,4678.6,2928.26,3210.96,2950.55,3801.16,6312.88,9412.21,7063.84,6660.84,15066.91,11942.83,15304.16,8324.5,6876.05,17177.99,11025.96,12757.72,9690.58,3319.11,6270.33,4338.5,5981.5,4024.39,4559.25,6038.69,5928.42,4601.98,6314.32
9933.15,23854.61,6112.31,12858.02,11634.49,6896.29,10643.32,10693.85,11097.55,8033.57,12799.17,10410.44,16522.88,10999.56,8344.84,9722.99,8919.45,11286.51,8419.87,18608.23,18449.6,20264.51,9680.59,6475.86,5739.02,11169.98,7762.14,8335.83,6892.47,6894.08,7638.24,9936.77,8125.29,5557.06,5872.37,5185.78,6995.12,10859.98,17829.47,13307.24,4673.8,10192.81,12569.55,14272.95,8854.26,6602.09,14564.25,12502.32,14030.56,9574.15,5408.57,7316.9,5193.11,7450.97,6745.56,8695.49,6586.85,7908.54,8684.4,8039.05
52.5,143.5,74,56,225,95,80.5,67.5,266,97.5,36.5,52,7.5,54.5,2.5,21.5,88.5,71,102,7.5,73.5,149.5,45,13.5,27,53,22.5,33.5,33.5,43,9,32,87,9.5,26.5,29,50,60,103,99,3.5,53.5,72.5,95.5,39,16.5,27.5,44.5,88.5,28,0,11,0,11,22,22.5,9,2,30.5,8.5
33,0,27,52,56,0,0,16,40,32,0,0,0,0,10,7,0,0,0,0,5,7,4,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,8,0,58,12,12,9,79,57,161,150,19,8,0,8,0,0,4,3,0,7,0,0
11441.32,24032.44,7898.91,13594.06,15042.69,8730.99,12192.68,10915.18,14416.09,10231.2,15778.97,14591.57,16862.02,15571.83,9065.94,11974.39,12601.76,16086.88,12104.01,19345.33,30191.43,29587.78,13793.22,10106.86,8332.66,17273.63,12328.47,11689.73,11101.71,10011.48,10372.31,13386.5,11468.43,6771.42,6935.04,6623.85,9052.98,14145.82,22086.74,17167.06,9385.1,19947.21,19894.08,23510.92,13459.36,10214.29,25793.85,18796.52,22754.76,14790.55,6463.27,11767.07,8188.65,10370.1,8383.39,10742.12,10798.36,10787.64,10903.37,10870.79
12393.34,19403.65,9741.63,11109.61,16676.59,12208.58,13616.42,8130.67,16664.08,13740.4,11120.57,11698.26,9310.43,12123.93,5380.31,7010.37,15306.56,13702.86,15361.57,11284.57,28375.21,33098.8,16005.08,10326.32,9135.56,16378.66,11588.15,13282.88,12251.87,8574.39,10935.29,15794.71,13421.64,8834.61,8604.36,7809.37,11269.92,15353.74,27529.03,21633.8,5298.74,7117.21,13488.95,12725.4,10609.14,5879.78,18382.3,14059.94,16945,8916.37,3518.41,12312.03,8130.78,3731.23,6332.5,9487.06,11136.17,3839.48,10027.51,3716.37
16050.31,33781.47,10187.02,18693.85,18797.95,11568.71,16727.26,15092.37,18742.33,12977.83,25291.38,20463.3,24730.63,21564.66,13172.91,19425.13,16191.11,22291.22,15724.79,27914.85,37991.75,39278.64,18146.89,12827.72,10818.28,22861.05,15673.04,15958.27,14490.31,13402.26,14656.76,19761.39,16002.13,10653.15,10741,9899.5,13711.1,20252.65,33559.54,25203.24,20211.47,43519.89,36499.23,46400.78,24796.59,19707.48,53091.23,34913.95,40612.41,27715.4,9635.24,15267.89,10755.69,19016.47,13084.28,15667.38,14106.13,19529.12,15528,20264.55
34,8,87,0,225,85,21,58,198,0,38,139,57,73,14,11,596,156,480,75,219,348,258,0,123,197,43,140,233,82,147,89,371,0,77,50,43,156,90,126,37,203,247,219,170,38,208,119,221,206,61,239,143,54,0,6,214,10,48,13
23160,51772.12,14744.33,28943.89,27121.92,16135.64,24792.24,23623.03,25421.15,18612.38,35025.47,30891.88,38200.87,32695.29,20251.45,27226.6,22781.75,33612.79,21309.85,42847.45,54480.18,52951.54,24447.15,18154.66,15194.28,31362.96,22523.66,21163.28,20343.01,18844.88,19075.81,23932.48,21482.76,12004.86,12960.2,12645.63,17104.34,25764.09,40175.54,31809.72,23234.76,51396.05,44066.13,56385.24,30407.83,24772.73,61846.17,42114.42,50644.09,34486.55,13596.4,21183.18,14815.28,24351.43,17420.16,21657.71,19312.81,25157.33,22146.6,25716.45
15235.63,48967.64,7611.04,24814.34,19559.13,8110.39,15299.14,20507.53,17991.52,9392.24,30199.62,20824.59,35410.57,21175.37,17383.87,23788.5,13424.51,22544.23,13366.89,39278.12,26504.11,32038.4,16143.2,9549.62,8916.52,16127.72,11402.41,13921.77,11749.22,9793.61,15726.89,22437.48,12281.57,10381.44,10673.99,7795.37,11538.34,23232.92,32817.17,22471.56,26688.71,57118.4,43507.53,60354.84,30856.21,25557.39,71295.48,42784.98,45826.74,35985.9,10922.35,12429.2,8853.87,22500.16,13708.74,14868.59,10434.88,23496.44,14424.5,24370.63
1504.16,7004.19,370.33,3259.82,1687.17,396.5,1585.18,2934.51,1654.5,508.01,2627.5,1173.01,4836.16,1137.99,2213.32,2294.18,1478.83,1202.99,1316.65,5154.67,3128.68,2853.41,1376.11,1032.75,893.77,1733.84,1424.38,1239.04,909.38,1222.21,1346.32,1617.56,1231.16,929.68,1007.5,886.16,1015.97,1801.9,2930.84,2057.17,1089,3153,2647,3553.66,1865.84,1773.16,3166.33,2517,2876,2497,1496.84,1068.58,845.61,2433.5,1836.85,1691.01,1113.6,2384.33,1692.65,2661.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,5
135680.31,302875.92,92250.34,165930.7,182717.13,110528.93,148574.08,134584.52,177213.19,123419.55,202871.15,195692.8,223570.23,201584.43,116985.97,151381.05,167781.05,215039.27,161649.73,255092.46,369085.9,374086.95,187426,122208.36,116610.73,211845.44,149610.41,150431.38,164242.48,122588.29,142230.75,184765.22,153219.99,89902.22,96493.7,89527.88,116617.15,190626.09,289207.5,224021.76,121644.67,271406.87,249927.96,307259.76,174264.72,135690.26,338686.81,238932.86,279851.2,193953.52,78157.87,160834.15,111432.25,123735.29,97895.09,129521.85,150599.01,125742.12,128601.11,129503
29651.67,77898.92,18096.53,43657.01,37481.1,22891.59,30585.77,36675.69,35498.85,24284.42,45919.05,41022.36,58341.32,42878.24,29808.68,35643.33,37766.74,45925.76,36960.26,66310.98,69052.01,76516.77,39569.07,22789.18,25072.87,47014.52,29128.08,31320.13,35369.28,28229.86,28973.73,37120.31,32485.56,18950.1,19079.09,17486.84,23575.36,38029.75,57264.41,44841.66,21927.78,51670.5,47597.94,59536.48,33694.98,27657.65,63380.74,45671.65,56375.31,39200.84,19963.54,35566.68,25921.63,33533.76,22541.62,28022.76,33652.37,34597.91,29278.64,35383.52
260731.44,592525.36,174316.27,330775.97,347021.62,206366.99,280774.05,265732.13,330708.8,232439.98,376388.68,361735.31,424958.35,381215.97,227066.62,284398.94,309546.7,398116.82,299616.37,486003.75,730536.39,699503.45,342150.7,246893.41,211283.47,404526.58,300238.11,279546.85,285787.91,232256.74,256152.69,329000.79,286937.79,166323.19,171036.46,163020.49,218140.73,341180.2,530801.42,412789.16,228751.08,506882.54,470328.14,576770.01,325450.93,253667.2,631858.97,447471.13,540376.11,359245.37,151346.05,287656.55,200702.73,250215.36,194085.72,247893.02,269739.61,256432.08,252037.14,262314.56
22071.19,41608.78,15983.42,23143.72,28807.5,19173.98,24618.01,19313.19,29043.39,20890.03,30571.3,28204.24,30158.55,29499.37,16432.28,22905.71,33711.07,31742.77,31680.54,35916.32,68587.27,73706.26,43363.92,21994.33,28982.26,44523.33,26748.01,30137.49,44081.59,25150.78,30652.7,37834.82,29882.36,15236.94,16654.23,15065.37,18724.51,38787.93,46479.54,36255.2,13022.6,30954.55,33858.62,36849.89,23683.85,17543.79,38542.68,31694.65,36965.08,26035.89,12077.29,42133.6,29708.56,16782.4,14504.27,19074.15,40963.9,15897.01,19397.32,16676.26
15810.38,36080.79,13626.32,19264.09,29604.68,17905.14,18514.2,15008.53,29625.36,18660.54,19552.16,24693.76,23239.73,25648.41,12446.09,12651.8,29373.65,27330.2,28879.85,28376.08,56358.27,57926.37,29397.39,19004.67,17978.72,33224,22823.65,23369.63,25218.17,18403,21873.36,30201.42,26096.28,14383.24,15541.94,14277.41,19372.64,29855.74,47103.88,37243.99,7145.4,16514.16,23352.38,23756.49,16139.27,11075.13,25710.59,22934.92,29671.12,17347.12,8747.24,23494.08,15995.62,8810.57,10373.2,17101.34,22103.12,8693.93,16837.82,9057.18
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,10,0,0,0,0,28,0,0,0,6,0,0,93,11,0,61,0,0,0,0,9,0,0,48,0
12467.34,19705.65,9834.63,11271.61,17023.59,12328.58,13695.42,8293.67,17019.08,13854.4,11425.57,11850.26,9701.43,12242.93,5571.31,7319.37,15364.56,13923.86,15435.57,11756.57,28409.21,33148.8,16037.08,10326.32,9135.56,16558.66,11588.15,13282.88,12267.87,8669.39,10976.29,15845.71,13464.64,8834.61,8639.36,7809.37,11269.92,15405.74,27576.03,21703.8,5344.74,7174.21,13569.95,12840.4,10681.64,5939.78,18462.3,14158.94,17022,8994.37,3796.41,12357.03,8180.78,3883.23,6444.5,9677.06,11155.17,4001.48,10187.51,3886.37
52.5,143.5,84,81,225,95,80.5,67.5,266,97.5,36.5,79,36.5,96.5,16.5,21.5,94.5,93,102,38.5,74.5,149.5,45,13.5,28,55.67,22.5,33.5,33.5,45.33,9,32,87,9.5,26.5,29,50,60,103,99,14.5,86.5,97.17,135.5,40.33,16.5,53.5,45.17,91.5,51,0,11,0,11,33,22.5,9,2,47.17,8.5
369.67,707,404.33,331,995.5,519,317.5,197.67,1086.58,528.5,256.92,580.12,365,559.12,172,107.62,1362.5,590.38,1342,268.62,1733,1962.67,1039.5,429.5,566,1162.5,597,773,871.75,534.75,642,776.67,826,420.67,423.17,439.5,540.33,892.5,1253.33,1066.58,335.5,479.5,741,709.5,518,253,817.5,505.5,866.75,413,173,836.5,543.5,93,164.5,224.79,754,47,481,85
9933.15,23854.61,6112.31,12858.02,11634.49,6896.29,10643.32,10693.85,11097.55,8033.57,12799.17,10410.44,16522.88,10999.56,8344.84,9722.99,8919.45,11286.51,8419.87,18608.23,18449.6,20264.51,9680.59,6475.86,5739.02,11169.98,7762.14,8335.83,6892.47,6894.08,7638.24,9936.77,8125.29,5557.06,5872.37,5185.78,6995.12,10859.98,17829.47,13307.24,4673.8,10192.81,12569.55,14272.95,8854.26,6602.09,14564.25,12502.32,14030.56,9574.15,5408.57,7316.9,5193.11,7450.97,6745.56,8695.49,6586.85,7908.54,8684.4,8039.05
48168.46,127995.29,30973.91,70165.94,63859.75,36952.42,50912.09,56835.59,62467.27,41226.33,73221.27,65321.12,90589.49,69086.18,47004.02,56062.02,57274.43,71611.41,55398.42,102197.9,131688.41,128366.73,62361.26,42837.25,37773.35,74531.84,53868.8,51987.95,49406.09,43872.35,46823.41,61142.37,53465.75,31010.07,33092.88,31024.76,41225.79,64040.86,101748.33,79311.3,40639.98,92788.24,87066.4,107049.11,60138.12,48255.62,114696.75,83771.9,101179.35,69026.61,31082.58,51492.83,36318.39,50430.46,38393.31,48389.6,47596.77,51706.05,48591.71,53365.23
1077083.48,2811223.14,691303.96,1590036.77,1511509.58,845626.31,1112101.23,1273128.01,1442772.54,945495.72,1767434.02,1616165.73,2029450.65,1703615.7,1061537.24,1361569.15,1309381.9,1758174.45,1262937.17,2287450.04,2910290.49,2836049.67,1380672.7,968618.23,872345.17,1749182.77,1189321.98,1160354.69,1191062.12,1061174.29,1077649.62,1363161.67,1202584.83,708178.3,733888.76,735908.02,939377.43,1413895.09,2201971.18,1759550.73,1219983.64,2722876.53,2295080.28,2937611.34,1619071.4,1327261.43,3280344.64,2208106.35,2642427.13,1842387.82,757257.04,1218436.12,881496.08,1327675.08,918506.5,1175792.4,1139735.14,1355514.29,1178072.56,1398574.56
104829,225223.21,69524.32,125898.31,135173.9,78950.97,111523.53,100859,129791.89,90948.28,141559.56,131110.14,155394.66,139135.24,82746.26,106263.64,114653.11,144199.69,109024.07,177542.04,275200.39,276128.25,126804.99,92629.83,77252.88,155115.46,112912.95,108977.42,103151.85,90653.57,98034.79,128795.28,106884.27,64606.3,68267.54,64734.98,87869.35,136053.41,215017.73,165792.88,83224.75,176854.25,177378.4,210581.07,121818.41,91996.31,230849.67,170572.14,202345.36,132034.47,57265.7,108223.88,74701.66,92918.77,76861.71,97487.82,99863.51,96485.78,97292.04,97563.99
291.32,327.34,258.17,111.16,508.5,254.01,421.66,98.84,523.33,329.51,143.5,105.5,91.33,109.66,41.33,95.17,573.99,117.66,506,95.84,1309.47,1897.27,688.28,307.58,465.94,660.83,460.06,504.06,629.36,448.71,519.02,618.73,485.67,320.17,402.16,256.17,391,653.53,1253.16,706.17,31.5,89.33,223.17,158.32,139,83.17,95.99,175.34,415.18,152,36.67,650.77,406.46,44.17,60.5,79.15,735.95,40.01,84.17,25.83
7269.32,27489.13,2697,13859.64,8568.19,2784,7693.36,12201.36,8318,2991.68,21265,11580.51,24137.15,11301.99,11457.63,17884.87,9615.33,12104.82,8543.64,26179.83,30612.7,20173.35,10848.36,9358,7557.14,13037.61,12300,8733.32,12110.5,7962.64,8978.64,10454.36,6957.33,4389.36,4758,4360.32,5676.81,10903.04,13610.68,10222.35,18130.01,42048.49,29348.68,40468.33,20660,18169.32,45298.32,28258.18,29668.01,24426.49,8668.68,11608.32,8387.82,16675,8983.19,9106.68,11125.96,16477.34,8740.64,17878.96
25101.88,53788.88,20333.12,28834.51,40845.47,25810.23,28801.47,22360.55,40164.15,27632.79,35918.91,41768.14,38029.64,43321.91,20477.9,25420.22,40549.36,45907.5,39972.93,44906.5,87691.63,91846.51,47376.91,28634.24,30252.81,51923.82,34908.51,37378.17,43741.29,29210.92,34913.57,47376.9,38933.52,21684.94,24458.04,22148.27,28598.17,47137.95,72069.71,55109.26,23685.46,53570.54,50200.34,61043.87,34869.9,26662.22,68081.7,49041.7,58422.64,38508.83,13975.99,41234.76,28363.58,20031.96,17318.53,27058.83,38907.06,19762.59,26501.53,20369.69
144089.29,356182.42,91924.01,201161.44,189021.19,104684.2,148091.27,161619.74,178020.64,121189.44,218106.54,205271.49,248463.53,216582.28,129952.73,165766.67,158776.49,222990.82,152105.25,280890.97,347204.82,371695.16,177171.17,116587.08,108558.06,220619.07,142729.98,149624.05,147892.03,131119.29,146176.14,188623.9,152740.83,94520.75,97080.81,91009.42,122003.71,200850.85,300354.11,228885.63,150036.15,328534.96,281802.08,361985.83,197050.01,160102.91,406822.45,274136.94,332960.14,225908.62,91429.8,161016.96,113824.7,169521.6,118215.4,146217.13,146764.75,176664.96,145511,179707.55
104493.59,227237.11,67980.47,132214.58,132393.54,77050.13,108829.49,105652.45,125710.75,89090.25,148529.76,135052.66,158259,145295.02,85659.88,112547.67,108472.48,148773.21,103533.4,181368.92,248627.98,251157.12,113595.11,84357.4,66868.68,143868.78,102147.38,100465.44,86345.41,84192.68,90576.73,118556.55,101950.24,61194.67,60386.18,59056.07,82066.38,125635.35,195663.7,153132.7,92266.03,194768.11,180012,222656.92,123724.1,97741.31,248006.92,171444.87,207684.75,138877.34,57747.15,97370.13,67920.07,105259.86,76855.01,93347.4,88827.55,111800.35,94179.08,111846.66
172275.26,404110.34,112327.12,219657.39,227510.64,136337.15,188605.19,179832.05,220153.32,149708.39,282313.5,264956.16,312281.03,273951.59,164695.81,215420.49,209031.17,289994.02,202493.27,355623.69,498518.13,478431.93,256370.11,166153.96,162336.43,279123.29,201530.2,197891.44,233549.04,159457.69,189757.32,244656.29,196195.93,110391.51,119661,109528.89,142113.42,247790.21,347752.88,270709.01,175506.19,400227.46,341151.51,434310.14,235801.11,191421.25,478452.94,325628.61,374584.32,267820.53,106942.33,227081.48,159241.59,177420.38,127143.57,165177.01,216631.59,178775.94,162335.71,186496.85
124195.34,282093.99,79281.07,154715.46,156160.32,89922.99,133464.08,126201.54,149735.25,102724.45,189852.87,153249.58,202191.75,161970.41,105158,145638.29,137711.45,167505.23,130948.99,228022.64,275787.53,302762.54,144674.09,90666.57,89913.76,175202.31,111915.76,121664.46,121611.55,103988.92,114652.07,147613.49,120621.43,72578.54,77566.62,71013.23,94574.04,154079.3,234762.65,178995.1,119265.1,265170.45,234448.3,295151.01,160849.09,129500.18,320162.42,221037.96,261800.74,184364.34,72871.3,126492.64,88317.49,125517.91,91329.26,114375.13,117526.81,130246.25,113507.38,133220.2
20993.13,61296.41,10553.75,32064.31,25818.26,11144.98,20464.44,26322.04,23651.66,13441.18,37575.41,27526.13,42697.31,28269.01,20973.12,29226.46,18679.01,29373.47,18049.79,47459.31,42283.45,46310.46,23033.39,15132.74,12784.22,23947.92,18251.16,20197.71,16609.77,14663.07,22086.96,30364.95,17543.05,14997.37,15046.44,11503.58,17183.3,32313.61,46532.88,31950.88,33746.2,71462.65,55132.19,75609.66,39566.38,32540.75,89879.48,54770.59,59996.35,45439.98,14856.69,18240.23,13427.92,30491.66,19911.48,21113.85,15211.44,31413.84,20812.42,32367.94
165909.13,341695.69,113893.91,192865.08,217858.17,127054.57,177641.71,154080.41,206919.34,149370.16,218746.13,205167.34,234349.27,219161.59,127520.05,164736.13,181287.84,225660.41,172633.63,269632.18,427888.57,433696.4,200632.29,143922.13,122065.94,246523.37,175255.97,170880.95,159620.66,143562.51,152790.86,198099.34,169359.01,102535.65,104800.22,99785.02,138166.17,208755.59,334286.58,258049.46,128936.12,274328.88,278225.03,327622.02,189727.6,143061.9,357494.98,265665.19,318566.05,207756.15,88198.72,168163.03,116042.58,142076.65,118498.33,153164.35,154634.34,148922.06,155240.49,149099.41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2.67,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,1,2.67,0,1.33,0,5,2.67,3,0,0,0,0,0,0,0,0,0,1.67,0
90839.86,174856.52,61698.06,94574.96,115772.04,70637.19,101112.6,78929.95,112608.62,81452.89,133205.1,105995.09,129485.2,110660.74,68402.2,102160.15,108773.18,119276.66,103839.28,147615.73,224795.39,231306.49,120024.66,72987.77,75998.26,130732.81,90368.07,94856.71,105936.91,75517.54,86348.49,109732.08,89966.82,49440.55,54175.89,49267.68,63822.19,114252.97,161242.58,124177.99,63587.49,145007.21,149526.34,169718.86,101499.39,75474.67,178997.99,139315.33,154625.1,109852.89,50574.19,104165.09,71144.77,68190.25,59360.62,78330.65,97246.48,67799.77,77781.71,70494.88
331111.17,719639.94,215425.01,399657.55,412771.68,248735.86,354659.81,327298.17,396484.72,286462.99,486684.57,430616.96,519878.43,453060.24,277454.16,372650.24,383909.21,473060.17,366073.85,595921.5,853886.26,853159.57,430176.18,284062.94,267548.31,493599.82,349165.79,345633.99,371645.54,283452.98,321622.22,412687.71,343656.88,198452.16,205187.52,191535.41,256479.21,426407.09,631555.26,484350.56,287954.49,640551.39,592821.42,723964.12,407480.33,319666.95,787918.81,563604.02,656569.3,455437.3,189396.01,378947.94,261538.05,311969.48,238655.58,303111.88,352725.63,320712.35,303313.46,329366.04
14598.97,31054.87,9321.93,18428.59,18828.63,9704.36,14569.77,14648.85,17604.94,11885.02,18374.26,19164.75,20830.65,20765.11,11482.54,13688.04,12668.89,21068.27,12204.3,23820.15,28924.13,35257.82,14656.23,9689.26,8389.84,18440.2,11688.24,13338.48,10035.77,10780.94,11644.9,15569.92,13619.56,8850.64,9156.95,8863.85,12974.57,17026.88,30715.63,24540.23,11212.73,21655.11,21700.68,26586.88,15976.57,12069.59,31502.44,23026.52,26501.32,16187.95,7234.84,11787.35,8115.68,13289.07,10224.31,12851.53,10268.27,14394.42,12792.6,14010.86
54796.62,115149.62,35611.92,64376.55,66822.47,40826.94,59187.78,51393.06,63491.7,47058.99,72592.27,66715.32,80379.76,71436.51,42847.43,54947.3,53686.2,73771.2,51284.02,92170.28,130312.55,128140.95,59718.05,44211.48,36300.92,71775.8,53275.68,51418.55,47381.22,41121.05,46917.39,60615.71,51259.39,31403.77,31486.45,31363.17,42030.29,63258.21,102157.62,78979.74,41000.06,88330.85,85755.68,105947.17,59119.78,45296.76,112855.07,82409.12,97488.61,65356.03,27777.82,48657.47,33908.13,44541.4,37610.18,47990.6,44728.09,46067.05,48595.86,46640.81
34018.13,67316.04,23945.02,37562.85,43649.27,28054.87,36795.08,29749.54,42461.05,32252.68,39575.21,36720.77,42395.66,38758.98,22651.42,28500.92,37547.76,41076.91,36495.45,48861.97,78631.71,85061.36,40222.17,27350.62,23705.18,45387.1,32291.82,33909.5,30942.41,25842.66,29455.86,39713.71,33680.03,21548.26,21807.93,19917.17,27761.02,41025.07,68788.4,52870.27,19401.14,37414.56,46231.75,50677.59,33154.76,22797.33,59012.39,45600.12,54207.5,33479.07,15154.92,32073.77,21935,21444.47,21413.95,28816.82,29267.33,22430.67,29539.45,22495.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,5
148,74.67,64,141,121,0,74,32,100,64,8,27,49.67,42,43.33,23.17,21,22,12,51,95,439,8,16.5,10,45.34,35.5,124.5,6,7.16,10,53.5,11,219.5,147,179,368.5,74,709,694.5,128.5,80,95.34,122,211.99,114,375,361.34,139,39,0,33.5,10,65,43,28,0,24,38.34,0
2113,3680.17,1454.38,2096.67,2338.28,1625.41,2658.95,1659.17,2222.45,1753.75,2516.37,4149.36,3469.75,4441.5,1973.25,1749.41,2354.33,4320.79,2293.75,4302.07,6014.05,5805.38,2985,2283.45,1678.21,2841.43,2564.91,2418.96,2702.46,1685.3,2259.42,2745.12,2379.72,1207.42,1707.12,1417.38,1783.12,2879.67,4599.21,3575.33,1022.67,2813.42,3043.01,4140.83,1878.67,1496.55,2987.33,2862.29,2956.75,2058.75,870.67,2047.89,1320.38,796,1290.88,1960.41,1855.25,855.75,1920.38,874.5
2663.66,6720.83,1830.38,4296.67,3674.44,2089.76,2833.28,3396.5,3321.36,2642.09,3313.03,5104.97,4820.59,5415.93,2930.25,2426.07,3303.99,5583.12,3124.76,5604.46,8831.58,8952.24,4352.61,3204.03,2517.74,4714.17,3685.64,3232.6,3348.08,2662.43,3427.01,3972.36,3791.82,1852.84,1743.37,1903.89,2462.91,4481.12,6011.7,4820.41,1276.83,2586.58,3023.84,3448.99,2181.98,1579.06,3909.49,3247.12,4072.33,2103.42,1591.17,3531.42,2540.58,2591.33,1850.72,2372.57,3584.87,2626.43,2606.95,2589.33
2811.83,5219.17,2646.91,3052.24,6548.02,3362.65,2901.85,2222.5,6090.77,3912.68,2336.97,4612.47,2515.85,4813.57,1581.45,1412.04,5910.11,5005.23,5726.68,3225.94,18415.95,16935.99,8881.36,5881.37,5867.6,9513.49,7194.13,6928.8,9098.98,5178.55,6264.88,7908.47,5435.48,3346.82,3421.12,3072.85,4056.69,8064.48,10775.51,8037.39,1169.1,2023.38,4481.25,3253.43,2913.35,1450.62,4091.53,3968.19,5233.82,2831.05,1196.26,8781.3,6004.23,1269.1,1705.55,2887.51,8254.87,1388.96,3026.66,1235.8
59558.76,125462.07,37664.93,69792.12,69796.08,42408.69,62945.84,55564.07,67051.23,48123.1,99660.72,82070.59,94713.02,86278.32,50608.78,77297.89,58553.94,88315.2,56337.63,106337.18,138059.9,140676.34,66158.8,46938.25,39663.46,80074.05,56840.38,57085.47,52295.5,46853.21,52642.42,69603.89,57612.73,36374.59,37607.57,35054.63,48029.29,71788.87,117223.46,88915.27,88545.35,193372.31,149413.6,199469.6,102034.14,84572.17,228740.42,143098.6,165299.08,116452.33,33373.07,55143.87,38663.96,72835.01,45124.67,54851.19,50716.29,75716.56,54971.91,77979.96
344651.11,861767.24,214807.31,476535.35,450889.67,244627.13,357416.58,388219.57,425757.81,282909.91,522078.28,466059.63,615855.61,495094.43,323338.04,405366.31,377995.84,505329.32,358469.74,697877.35,910662.78,899021.08,424264.59,304569.53,259710.88,532198.69,376023.03,359490.4,346618.17,314937.19,340175.23,433071.57,356965.43,220602.04,223896.22,211636.65,288251.92,461343.74,701198.09,538151.47,340206.49,742758.2,669000.37,834443.7,460028.64,368952.24,918312.75,640732.05,763314.77,524862.73,223416.86,370567.9,261503.83,389533.96,283260.33,345577.08,341281.83,406167.78,346693.47,413728.93
108546.81,269751.79,69327.02,146885.08,143570.65,78422.56,114293.19,120313.52,137691,89972.42,167680.65,142618.1,193150.48,149589.5,99456.44,129765.23,125209.48,154433.12,118846.88,216736.03,295133.92,286725.38,133689.47,97787.06,81264.28,164462.28,119920.13,114654.53,109194.89,97701.22,105932.76,136061.62,113964.48,70089.41,73016.83,68540.67,93311.46,143476.78,229479.31,175071.93,112976.32,249258.97,221726.75,277257.26,151715.83,121446.83,305767.5,211354.96,250773.54,173666.85,68757.15,113852.82,79963.3,120364.13,87193,107698.32,104961.47,124464.96,107922.47,128303.96
5225.68,11007.44,3362.86,7001.85,6496.45,3796.93,5194.45,5356,6168.17,4489.75,7744.62,8841.52,7901.09,9809.63,4605.41,5843.63,4729.19,9617.88,4636.75,9215.94,11512.2,12374.57,5263.67,4378.95,3235.08,8569.38,4992.58,5164.78,4139.72,5136.87,5103.23,6471.31,5891.3,3222.25,3469.46,3215.23,4295.46,6649.87,10433.41,7574.68,6382.67,14418.73,11498.37,15700.49,7986.47,6659.4,16549.65,11000.92,13942.79,8953.25,3177.97,4565.87,3376.7,6365.66,4472.73,6298.22,3879.25,6888.12,5991.46,6732.67
12438.84,19468.15,9772.13,11140.11,16792.09,12253.58,13651.92,8169.17,16780.08,13775.4,11125.57,11701.76,9312.93,12125.43,5381.81,7014.37,15314.06,13707.86,15369.57,11284.57,28397.21,33149.3,16014.08,10331.32,9145.06,16389.16,11594.65,13287.38,12257.87,8580.39,10940.29,15832.21,13443.64,8857.11,8631.36,7832.87,11289.92,15419.74,27614.53,21685.3,5298.74,7136.71,13497.95,12740.9,10618.14,5879.78,18391.8,14077.44,16957,8916.37,3518.41,12312.03,8130.78,3733.73,6339,9489.56,11139.17,3841.48,10035.51,3716.37
