"A1","A11","A12","A2","A3","A4","A6","A7","A8","A9","C10","C11","C12","C2","C3","C4","C6","C7","C8","C9","E1","E10","E11","E12","E3","E5","E6","E7","E8","E9","EA1","EA10","EA11","EA12","EA3","EA4","EA5","EA6","EA8","EA9","V1","V10","V11","V12","V2","V4","V6","V7","V8","V9","VA1","VA10","VA11","VA12","VA2","VA3","VA4","VA5","VA6","VA7"
11337.18,31578.15,5116.93,16227.19,9729.68,6063.36,12559.71,13776.02,9277.9,6691.65,17095.3,15443.43,23653.49,15515.79,11179.58,12983.77,9315.93,16683.53,9083.46,26511.84,19607.22,21557.78,12191.96,6714.14,7432.3,12346.25,8303.14,9427.59,10395.3,7430.01,10084.71,12752.44,8564.95,6407.24,6461.31,5520.73,6910.08,13615.16,19081.59,13551.4,5575.97,15203.56,14321.07,18909.94,9559.57,8008.89,17776.08,13441,15260.58,11905.9,7040.63,10283.36,6976,10643.3,8512.03,9734.1,9362.3,10898.47,9917.82,11567.37
20468.95,61576.42,11691.64,31986.66,27681.18,13134.81,22088.98,26581.04,26288.04,15347.78,36880.58,28880.99,46083.87,30355.19,23176.3,29305.25,23670.46,31339.87,22248.17,51444.06,57657.89,55724.72,25953.61,19047.94,15994.78,31614.99,23299.3,22280.57,22297.41,19008.54,22184.18,27284.96,21200.81,13458.35,14355.46,12486.45,17322.16,29460.31,44466.21,32664.3,24285.98,56665.46,47126.56,61947.93,31619.11,26517.08,65092.22,44020.67,52157.76,37976.47,15575.59,22754.26,16144.06,26981.14,18635.91,21057.64,20963.18,27804.56,20925.71,29055.69
203727,457641.8,130664.15,258097.41,255883.81,148137.04,214669.51,207105.4,243863.8,171652.14,299813.61,269070.67,325756.97,286407.62,173771.76,229714.68,215477.43,294304.5,205582.9,370366.76,513098.28,505089.85,234141.66,172966.3,142165.11,295106.12,210683.92,202544.84,189584.86,173338.62,184708.79,238120.73,205786.21,122769.01,126259.9,121739.16,165163.03,251483.75,394386.45,308422.57,200162.93,434548.3,386058.24,485432.71,265885.71,211694.54,537512.1,370306.39,441764.08,299131.56,121321.34,201203.01,141236.84,215695.74,159506.5,195011.68,185415.2,224348.86,197092.05,228316.4
0,0,0,0,21,0,0,0,0,0,0,0,26,3,20,0,0,0,0,0,103,53,31,16,0,45,16,25,53,29,61,0,0,0,31,3,16,39,51,0,0,0,0,0,0,0,0,0,16,0,0,70,33,0,0,0,0,0,0,0
12393.34,19403.65,9741.63,11109.61,16754.59,12293.58,13616.42,8188.67,16739.08,13740.4,11158.57,11765.26,9310.43,12196.93,5380.31,7010.37,15510.56,13806.86,15539.57,11284.57,28710.21,33354.8,16088.08,10460.32,9167.56,16450.66,11741.15,13379.88,12334.87,8583.39,10967.29,15822.71,13643.64,8899.61,8633.36,7851.37,11314.92,15417.74,27658.03,21759.8,5298.74,7230.21,13613.95,12841.4,10692.14,5900.78,18477.3,14074.94,17065,9032.37,3524.41,12376.03,8196.78,3731.23,6332.5,9487.06,11165.17,3849.48,10027.51,3729.37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,5
12393.34,19403.65,9741.63,11109.61,16676.59,12208.58,13616.42,8130.67,16664.08,13740.4,11120.57,11698.26,9310.43,12123.93,5380.31,7010.37,15306.56,13702.86,15361.57,11284.57,28375.21,33098.8,16005.08,10326.32,9135.56,16378.66,11588.15,13282.88,12251.87,8574.39,10935.29,15794.71,13421.64,8834.61,8604.36,7809.37,11269.92,15353.74,27529.03,21633.8,5298.74,7117.21,13488.95,12725.4,10609.14,5879.78,18382.3,14059.94,16945,8916.37,3518.41,12312.03,8130.78,3731.23,6332.5,9487.06,11136.17,3839.48,10027.51,3716.37
326599.83,799481.78,209007.28,443626.88,429612.56,238879.67,345910.69,358173.72,409069.68,276157.8,510436.37,442852.86,576686.63,467653.86,301640.25,392264.23,370591.13,483249.86,351844.06,652380.25,857097.63,835212.46,395176.34,285393.84,241858.09,488419.23,352281.2,334280.91,324607,290066.89,312009.76,399901.15,340529.24,203200.82,211219.76,200132.58,270126.61,419046.08,659598.81,508234.33,333913.75,740474.93,654317.34,823546.37,453256.45,364289.81,909524.59,628046.14,741134.6,513953.21,207798.85,337547.33,236716.48,355094.52,260994.02,325070.63,310658.8,368055.54,324193.96,377222.14
542442.07,1190856.18,358251.42,662895.02,695459.57,401002.38,581467.09,530770.35,657831.51,467730.88,783678.81,697978.03,854579.16,739341.28,456325.34,599064.94,583947.73,765389.05,555647.12,971429.99,1351113.08,1361070.73,632368.72,455042.22,384145.63,793249.52,555195.77,540936.37,513968.73,463627.09,500002.83,648172.38,543995.33,332451.35,340516.84,321130.93,437877.49,679114.78,1068976.23,821498.11,510420.92,1107261.18,1016765.34,1257075.4,699924.68,544915.72,1385848.59,974557.03,1154289.84,774263.82,309722.38,536883.67,371805.06,525999.42,404362.29,516630.34,495913.38,544977.69,524430.93,553711.65
245649.29,516857.05,162607.56,291257.36,309298.11,182745.46,260819.6,233680.41,295079.4,213386.1,331015.6,311278.27,359215.73,331669.61,193420.46,250522.33,261112.14,341216.74,248520.63,410793.89,650601.93,626691.79,293119.71,219713.87,177911.65,360310.15,266931.72,249956.05,238279,208976.97,223885.92,290960.4,246772.67,146257.71,150360.77,144405.58,198290,307072.43,480322.12,372746.78,196934.35,419279.06,417857.15,495169.99,284873.89,216199.75,543907.93,399438.99,474054.83,312552.85,133155.12,249215.9,172726.19,218490,179242.6,225788.5,227719.77,229035.77,228688.68,230685.23
67960.92,150316.23,44223.74,84126.25,85559.97,49486.58,72279.58,67566.09,81621.75,57677.88,97251.19,85643.38,105695.31,91118.65,56023.75,74425.25,73372.64,93731.07,69819.91,119919.4,175086.73,171462.35,80694.76,58207.59,49737.84,100485.05,71431.22,68029.04,67324.87,58874.16,61468.08,79484.57,67391.03,40187.93,41270.25,39891.96,54414.26,83198.51,131024.77,101355.83,60502.04,131757.15,122754.07,149582.61,84444.03,66015.86,165339.8,117617.64,140257.06,93976.01,38882.37,70658.25,49143.97,66346.2,51184.9,64002.53,65059.06,68395.95,64597.77,69768.19
21624.13,41821.67,15216.65,23549.39,30262.58,17714.95,22841.57,18861.72,29387.3,20208.96,25633.05,26161.83,26723.74,27747.3,14607.6,18546.48,26032.03,28508.7,24856.71,31002.73,53239.36,61062.91,29725.86,17872.94,17684.85,34062.4,21765.88,24259.07,23317.51,19984.65,23190.98,30302.64,24872.65,15692.15,16530.63,14539.57,20347.53,31499.25,51939.36,38892.89,14282.23,28871.52,33452,36929.67,23865.6,16311.32,42089.58,32595.91,38738.89,24191.87,11086.93,23378.75,16348.91,16553.74,15837.56,20897.81,21305.78,17425.37,20483.22,17445.32
0,0,0,0,78,85,0,58,75,0,38,67,0,73,0,0,204,104,178,0,335,256,83,134,32,72,153,97,83,9,32,28,222,65,29,42,45,64,129,126,0,113,125,116,83,21,95,15,120,116,6,64,66,0,0,0,29,10,0,13
15986.67,37013.45,10239.84,20050.23,20406.75,11420.82,17404.25,16738.36,19887,13289.7,22952.46,22176.24,28327.53,23317.45,14711.43,17549.93,18549.43,24312.13,17566.68,31833.66,42884.53,42818.79,20689.91,14356.09,13286.56,24168.86,17604.94,17552.72,19496.14,14603.66,15939.21,19978.6,15920.63,9081.52,10198.04,9551.78,12041.95,21257.39,29910.63,22792.31,11929.6,26999.55,26594.76,32713.25,17764.7,13838.37,33074.67,24613.92,28856.32,20373.22,8915.62,18933.25,13200.17,13170.25,10924.84,14655.91,17577.51,13578.31,14312.72,13685.1
14241.83,19502.25,10211.76,11529.87,16323.53,11651.67,15725.03,8942.35,15981.34,13130.63,17811.73,16741.45,14172.98,18051.45,8248.11,12817.96,16352.14,19070.84,15710.47,17501.3,39282.15,40023.94,22167.84,13553.15,14324.73,22264.72,15782.91,16803.98,21213.84,12809.09,16362.39,21641.36,15203.5,9824.54,9428.03,8446.91,11458.01,21605.46,28026.67,21461.91,8740.31,18914.91,20048.73,22816.13,14669.46,10308.71,25577.1,19482.71,22524.09,14639.07,5424.48,21005.33,14601.61,7776.12,8145.85,10527.8,19511.23,8121.3,10992.35,7973.88
29797.97,69508.32,20709.83,38138.38,40915.91,23690.33,31874.24,30889.71,39324.35,27855.4,38078.88,38713.09,46657.72,40673.62,25067.76,27845.57,35549.07,42681.08,34579.52,53324.56,87498.13,86425.29,41051.45,28872.89,25281.31,48362.97,35305.07,34399.08,34388.71,28263.02,30672.32,39995.25,34435.36,20093.92,20851.95,19438.13,26374.95,42448.28,66345.82,50313.33,17938.43,38829.53,44154.12,50375.55,30452,22639.93,54256.98,42449.9,54012.13,33263.23,15868.6,34718.38,24219.3,23079.42,20754.34,28245.46,32421.91,24284.72,28279.82,24195.1
153,162,69,54.67,129.83,75.5,89.5,68,116.83,86,60,52,27.5,68.67,22,25,78.67,54.5,32,24,268.17,294.67,93,63,45,177,70.5,98,68,52.33,165.33,309.5,179.5,113,104.33,107,196,321.83,471,358.67,88,107,240,146.67,171,28,216.83,328.5,213.33,86.5,6.5,88,63,21,80,77,88,24.67,109.5,47.83
229294.33,537012.17,149016.04,298892.95,302162.3,168838.84,242130.95,241694.18,287673.87,195149.09,341077.84,291267.97,370482.78,310810.56,194616.47,259546.57,252735.47,318119.79,240538.09,419578.09,533341.81,573080.69,260959.45,177269.39,158678.05,334428.64,217401.78,226048.4,208223.49,198834.66,210642.52,276051.43,234252,139231.82,144793.46,137834.94,186069.57,289818.13,456316.21,349868.93,220556.74,481099.91,433850.4,540259.76,300097.59,237927.91,597469.29,414207.09,498998.31,338532.76,136881.78,224855.34,157723.71,241603.01,178882.44,222064.87,207379.73,252076.59,223229.18,255943.45
270547.51,524893.3,190312.04,297053.96,348237.9,221429.47,304532.24,227762.72,335728.47,253828.18,344913.22,373321.22,385100.56,398276.74,216724.28,251502.92,284209.89,409824.31,275756.14,452352.73,676643.04,698409.45,339664.48,236555.48,205149.24,386687.69,279247.16,278926.58,272461.48,222805.28,257282.57,334268.92,278880.89,177107.69,178924.67,171249.14,224930.07,344582.04,552493.01,430035.62,185183.2,404914.7,420100.77,502392.47,282292.44,209885.42,518934.07,396258.99,476813.23,308904.69,127267.32,267640.17,179299.48,180997.36,172747.03,238283.47,250437.43,190896.26,238997.98,190003.45
43174.3,80488.48,31195.73,48293.47,56363.26,35150.17,45949.4,37171.7,53590.02,41397.09,48962.18,54118.18,50360.23,59005.98,29098.22,35314.1,44647.18,59585.83,43213.36,59309.41,90328.07,105838.72,45909.33,31220.44,26797.16,62338.67,37380.38,41261.83,33759.24,36285.57,36084.15,48066.39,44123.44,25118.03,25253.99,25550.65,34899.2,50803.19,82918.87,66021.07,24998.69,49502.74,57632.39,65649.47,39246.01,28615.38,71805,54414.76,72629.65,41730.61,19115.15,38214.12,26570.97,30946.2,27749.53,38859.75,34877.47,34113.18,39076.05,32552.59
198194.78,435561.17,129760.23,245421.43,251646.89,146445.17,209857.29,196544.39,239296.1,170202.72,286692.94,252134.46,308316.53,269356.29,165159.37,219179.32,210419.32,276105.63,199517.36,350627.97,494643.97,494952.62,229333.09,166364.5,139557.45,291523.52,202789.69,196734.04,185135.19,169877.57,178653.52,230997.39,197291.89,118004.05,120507.54,116667.28,158924.4,243217.16,383728.39,297857.39,184080.31,396538.78,366692.01,449112.42,251259.59,196478.2,496169.14,350568.23,415960.99,280056.24,113976.38,197348.1,137591.92,196067.62,149642.83,187142.98,181425.2,204577.96,188364.16,207266.85
0,0,0,0,78,85,0,58,75,0,38,67,0,73,0,0,204,104,178,0,335,256,83,134,32,72,153,97,83,9,32,28,222,65,29,42,45,64,129,126,0,113,125,116,83,21,95,15,120,116,6,64,66,0,0,0,29,10,0,13
0,0,10,25,0,0,0,0,0,0,0,27,29,42,14,0,6,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,22,40,0,0,21,0,0,23,0,0,0,0,11,0,0,0,15,0
52.5,143.5,74,56,225,95,80.5,67.5,266,97.5,36.5,52,7.5,54.5,2.5,21.5,88.5,71,102,7.5,73.5,149.5,45,13.5,27,53,22.5,33.5,33.5,43,9,32,87,9.5,26.5,29,50,60,103,99,3.5,53.5,72.5,95.5,39,16.5,27.5,44.5,88.5,28,0,11,0,11,22,22.5,9,2,30.5,8.5
219617.63,494038.33,141925.31,270613.4,273171.6,163004.47,239572.76,222449.78,261693.16,185916.01,345867.36,294522.37,372761.49,307600.62,195921.04,266150.66,252559.22,322532.47,239942.04,424277.19,556313.73,560098.2,285129.22,185155.64,179616.59,324107.93,227307.85,228547.69,251973.19,189171.97,218250.31,276914.32,224750.1,132531.19,140993.53,127406.96,169015.68,285804.63,421758.07,320708.51,209035.52,472732.62,418378.79,524185.69,288203.49,231233.6,566200.95,396509.27,457997.15,327452.76,132020.7,250741.42,173944.2,215166.38,160616.22,204814.6,234577.75,219884.06,203586.28,227185.12
227185.2,591787.73,138889.21,323176.15,288955.92,154805.04,240138.57,264205.27,269948.9,180549.77,369940.4,316490.75,435480.97,333803.28,226693.29,288012.84,243264.16,344301.31,231573.51,492284.78,602778.57,582562.29,284835.13,200524.73,175119.93,340324.79,248470.06,236049.54,234803.78,202719.5,230450.3,291114.17,231773.52,144854.18,150379.05,137174.02,187506.34,310486.8,462822.84,350535.37,255247.34,563153.92,477789.93,618652.86,330394.97,271659.38,683016.13,461060.29,538682.53,382222.84,153110.43,249037.44,176212.17,273346.47,194152.49,228774.63,229149.76,284318.41,229657.58,291615.25
13407.81,36558.96,8075.86,20923.45,18538.48,8746.42,13093.33,17246.37,17042.55,10568.15,16880.39,15983.79,23867.11,17083.91,12201.78,12870.94,11965.34,17400.13,11410.61,26611,26214.87,30456.21,13651.06,9028.1,8151.48,16962.62,11107.93,11816.3,9105.4,10869.11,11125.95,14300.2,12251.04,7225.43,7550.53,7685.09,10328.62,15636.99,24086.05,18553.02,5985.21,12767.49,15235.33,17113.83,11088.7,8747.46,18415.69,15582.33,18986.85,12381.01,7867.41,11222.29,8127.62,13003.2,9731.67,12618.16,10665.24,13404.69,13097.29,13528.06
1,0,89.33,0,135,85,21,58,115,0,40.67,72,0,0,0,0,319,52,271,32,117,232.5,120,32,34,147,0,4,151,0,28,126.5,153,0,52.67,54.5,23.33,86,99,85,28,70,95,62,70,0,72,90,81,71,61,151,40,27,0,0,147,0,48,0
106.17,266.67,83.83,131.17,261.83,189.67,112,163.5,300.66,97.5,160.5,92.5,22,108.67,8,65.5,254.67,126,283,44.5,287.17,308.84,95,54.5,25.5,450.18,62,82,114.5,192.58,42.33,94.67,183.66,28.5,92.83,96.67,110.67,148.33,168.5,241.75,44.5,169.33,408.84,235.33,218.16,55.17,198.33,267.66,418.24,202,77.66,90,43.33,70.5,141.17,225.16,58.67,63.34,226.84,63.5
11825.5,34705.73,7657.09,18100.65,16831.59,8679.34,12605.4,14848.52,16290.88,9792.03,18086.65,15778.16,24066.51,16451.92,11980.98,13575.52,14260.82,17399.9,13680.15,26708.53,33983.3,33099.47,14420.29,11189.47,8890.76,18641.96,14013.04,12754.72,12699.12,11173.07,12275.33,16105.18,13614.54,7642.79,8074.49,7665.1,10396.25,16707.36,25969.21,19719.76,10062.5,23486.66,21921.87,27328.64,14622.97,11944.94,28876.31,20535.73,25988.92,17454.67,7327.67,12917.95,8783.12,11495.33,8625.96,11735.6,11890.09,11766.87,11658.16,12073.98
0,10.5,0,8,0,0,0,4,0,0,0,8,6,6.5,0,0,0,7,0,8.5,9,0,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,0,10.3,0,0.6,0,0,0,0,0,0,5,0,0
0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,302,93,162,347,120,79,163,355,114,305,152,391,119,191,309,58,221,74,472,34,50,32,0,0,180,0,0,16,95,41,51,43,0,35,0,0,52,47,70,46,57,81,115,69,60,80,99,77,78,278,45,50,152,112,190,19,162,160,170
83643.03,193304.47,55467.7,108498.56,112547.52,65917.48,90757.14,87420.43,106847.58,74439.57,129846.22,120708.81,141229.97,125914.89,74178.16,98781.92,104061.06,132253.57,99854.47,161956.09,210814.12,224897.09,115253.46,70034.25,72877.41,132620.43,85303.71,91646.39,102140.41,77585.47,89155.3,114034.25,94611.31,54887.63,57462.68,55030.86,69506.03,117697.54,169404.75,132987.83,81317.85,184725.07,158915.02,203046.91,111659.67,90996.07,222468.97,152735.37,181310.33,128175.04,50069.2,103160.55,72062.89,85347.65,60322.86,79310.23,96812.34,87199,80252.3,89198.13
15601.02,48555.62,11402.74,25139.27,25762.46,14222.7,17524.63,21103.37,25323.55,14393.48,32939.22,27878.51,38875.83,27855.24,19357.32,25605.57,26023.46,30789.76,25559.16,42898.72,48614.42,50650.89,29826.69,15710.37,19325.23,32807.92,19110.17,20649.23,29004.62,19385.62,21019.2,27009.38,23875.75,12002.84,14165.11,13005.61,15001.69,26692.48,37878.49,30174.07,25605.02,60206.04,46733.52,61012.81,32968.21,27668.13,68453.2,44200.96,51717.7,39245.87,12680.74,26374.08,18695.21,21673.5,13323.03,19033.33,25774.07,20795.38,18585.47,22477.72
105441.47,241260.68,71235.59,130382.32,141656.25,86745.7,116253.46,108626.19,139894.49,95625.64,167046.8,153000.97,186059.44,157741.35,97231.05,127978.52,140815.78,169624.56,137450.8,212504.6,312962.31,320153.81,173476.84,100444.31,112761.07,187232.88,124929.64,130553.09,164734.46,107480.14,124267.24,156494.43,127917.32,69771.56,77302.94,71240.8,88898.07,159067.28,222736.92,172905.44,94196.22,216472.02,199582.37,240401.31,136815.48,109018.19,262410.71,188118.93,215612.71,155152.69,65153.83,158324.31,110769.65,98153.48,75125.54,101949.42,152197.22,97674.89,100374.38,101694.18
66078.84,150061.41,43374.11,83061.5,87125.81,51411.06,71781.81,68996.77,83101.23,57179.33,100578.89,86780.44,111108.46,90562.18,58164.61,77772.29,80407.78,96424.84,76582.37,125777.28,168096.76,168453.94,86564.4,54165.77,54256.85,98338.24,67318.82,68358.27,74975.56,57994.29,63964.76,80565.39,69953.38,36430.75,39677.53,38392.79,48073.25,83691.85,119228.17,94264.94,50098.73,114920.88,110719.39,132065.63,77223.29,60186.71,141324.23,104397.77,121179,86169.53,40323.57,74340.23,52184.78,59589.87,45983.73,59627.63,69749.59,59763.76,60508.09,61367.72
23042.83,61840.92,13362.18,34794.33,29544.15,16961.08,23925.82,29213.68,27277.18,17506.43,43970.18,41997.26,52405.14,43557.79,27066.92,34423.37,26058.57,45498.58,24758.3,58429.95,53459.81,58554.38,33062.91,17505.48,21342,35914.17,21207.75,24800.39,30396.42,21446.48,24568.81,30631.79,24575.61,13174.38,14595.77,13432.32,17155.01,31095.08,40447.57,31351.12,31807.01,71758.76,52818.69,73114.97,37820.65,33042,82721.14,51102.54,57348.43,44324.75,15562.48,30944.03,22592.57,31379.49,17127.31,22386.16,29258.54,32556.43,22066.27,33572.48
410497.57,939483.98,264365.97,530399.56,518195.66,302296.75,436229.48,427470.83,489241.8,347350.71,622820.31,565029.21,683589.96,599844.39,364916.78,477856.71,448766.93,616798.53,426775.11,778272.13,1044098.35,1022040.95,484380.11,350497.05,295656.76,590591.5,429844.88,410380.61,396166.21,346187.37,378555.24,487338.28,417520.31,244090.48,253779.24,241139.74,325409.35,508696.3,785774.05,607772.99,407031.65,899621.62,784013.77,996010.13,539577.12,436684.56,1090330.38,747398.26,887228.15,613942.07,244785.1,417890.69,292504.46,433946.92,310664.96,388271.34,385904.62,451263.18,390413.78,459320.56
69525.31,173070.37,45535.44,93084.12,93483.67,52912.35,75633.17,75452.12,90183.93,60413.59,104784.4,92098.27,124271.71,96076.71,63752.72,80144.45,81837.48,100980.18,78319.29,140293.44,188570.19,188147.61,91705.92,63440.96,56859.58,112547.14,77645.26,76389.88,77580.01,65011.56,71592.11,93755.32,76669.71,46657.89,50863.47,45163.25,60527.99,96571.7,152508.4,115112.31,59534.29,134164.56,127142.87,154341.83,87422.35,68350.26,167059.48,121562.33,146122.75,98251.73,44776.13,77263.45,53775.5,68606.46,54504.26,71750.17,71901.57,69625.59,70993.45,72215.95
20718.49,47270.11,12030.64,26068.26,21406.77,14313.34,22702.27,22336.52,19911.3,15466.66,38977.25,37186.46,44173.17,38279.49,23004.05,30745.24,20522.15,40057.45,19409.34,49323.08,49954.43,52525,30938.44,16334.16,20206.86,31222.43,19680.48,22212.82,29517.65,17908.07,22537.16,27834.37,20518.29,10949.99,12384.76,10785,13719.47,28127.07,33234.46,25074.58,25681.25,59494.79,44387.13,60930.53,30840.63,26654.09,66104.44,42155.31,44939.29,36193.61,12702.1,28975.03,21092.26,24896.9,14030.14,18381.69,27899.46,25742.05,17722.71,26546.01
281544.9,658110.41,176800.74,374688.71,352853,201985.59,295796.5,301475.17,334043.32,233742.87,418209.95,388447.24,473056.23,416123.09,253330.32,318607.3,291112.59,424140.44,278079.54,539101.64,694967.02,697919.21,322309.2,235780.7,194899.96,400542.12,287038.91,279320.89,254237.48,236839.84,257960.97,333152.58,283049.41,168591.28,174082.3,167747.3,225853.92,353260.06,548302.46,418838.09,273798.83,596011.21,527910.26,672968.54,365555.78,294286.52,736842.97,508052.15,604326.66,413217.4,163900.49,276076.61,194725.04,294698.76,216462.63,265823.52,253824.94,311078.51,265822.92,313257.11
0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,27,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,38,5,0,4,9,0,15,25,0,3,25,44,0,0,0,0,0,7,9,0,2,0,0
38866.98,108824.46,20333.79,56399.03,41367.31,21756.8,41297.3,46795.08,39151.81,25501.73,78243.38,56835.58,86399.98,58170.35,43705.87,61611.88,37618.79,61477.47,36068.76,96924.9,94576.54,94739.45,51561.21,32480.35,32530.81,54523.25,39305.01,40312.65,47479.12,32413.51,43637.5,55722.01,36293.36,26453.17,27581.84,22074.61,30815.71,58331.39,80154.65,57001.65,64581.63,143775.36,108616.31,148666.91,75533.54,63225.89,168460.49,105629.09,116378.97,88273.37,28661.93,47779.39,34066.13,56934.77,37575.71,39564,44014.08,58332.3,38991.06,61377.41
3565.17,6956.11,2431.09,3571.2,3962.52,2711.05,4138.19,2851.51,4028.18,2975.48,6895.97,4911.75,5633.64,5118.25,2846.76,5149.03,4281.13,5288.27,4031.8,6340.06,6655.69,8942.21,4414.75,2043.91,2684.07,4773.36,2555.05,3485.63,3154.51,2504.11,3574.58,4851.98,3565.62,2011.21,2464.49,1988.91,2625.79,5185.33,6846.06,5084.06,5785.8,12652.89,9344.06,12378.27,6694.25,5139.71,14742.75,8946.52,9941.99,7312.9,2364.29,3344.61,2411.32,4948.8,2864.35,3386.01,3287.78,4943.79,3399.99,5264.73
4062.16,9148.78,2932.84,5020.66,6433.16,3211.25,3598.83,4932.02,6361.15,3133.92,7761.49,6229.35,7831.58,6175.42,4352.39,6616.68,7740.67,7045.03,6747.9,8893.54,17818.83,14468.71,7898.85,4909.82,4648.5,9049.58,6831.25,5543.48,7272.35,4822.75,5880.4,6882.34,6555.45,2762.94,3335.83,3114.19,3340.08,8029.59,9591.78,8003.53,3052.5,6782.08,9488.01,7855.49,7103,3781.18,9176.82,9420.65,8216.57,5872.75,5138.5,7119.34,5008.34,4867,4227.86,5308.74,6594.73,4670.1,5358.05,4762.98
106,420.17,171,212,217,185,168,171,195,267,136,163,126.67,123,73.33,55.17,247,99,263,164,576.61,556.17,175,182,155,251.75,179.5,128,195.5,155,98,81,225,56,48,69,63,120,208.5,139,70,87,215,95,149.5,49,206,161,264,107,103,133,109,54,73,90,141.5,61,56,53
9208.94,27221.5,4855.16,13247.25,11991.02,5162.5,10660.99,11379.23,11269.84,5679.92,21553.44,12017.92,22685.63,12156.95,10922.33,17554.18,11845.97,12636.66,10999.8,24907.32,25189.46,24964.2,11914.23,7482.73,7896.54,14146.37,9934.44,9204.59,10724,8552.79,10523.9,12943.81,10097.55,6671.85,7161.78,6065.36,7859.54,13855.7,20755.77,15143.7,17770.51,41926.82,30764.55,40660.9,21018.36,17906.5,45239.29,28354.18,32302.25,24724.3,8611.67,10285.46,7662.31,16587.03,9269.86,9276.4,10505.89,16438.23,9454.35,17665.79
6150.19,20675.8,4084.33,10316.82,7414.83,4416.17,6912.5,9220.35,7515.48,4347.84,15241.5,8481.49,15720.68,8347.99,7496.15,12166.03,10725.32,9228.17,9552.67,17055.15,15363.32,15643.24,9294.94,4412.9,5861.94,11209.84,5624.51,6484.88,9083.39,6480.48,7028.65,8776.76,8613.31,3063.36,4543.51,3670.35,4226.97,9276.93,11565.68,8671.57,11942,28811.16,21355.21,28225.29,14709.65,12558,31077.49,19820.63,22806.9,18134,6533.33,8366.75,6070.45,11882.15,6318.21,7730.05,7999.59,11037.53,7765.01,12212.65
14.17,12.83,17.67,0,19.33,21.83,19.83,0,19.5,28.5,0,40.33,31.67,46,14.67,0,39.5,38.17,29.17,36.83,39.17,58.5,34.67,28.33,23,49,24.16,23,34,38.67,28.5,39.17,34.67,32,36,36.17,41.16,40.34,78.5,58.5,0,45.67,13.67,25.5,14.17,11.83,36,2.5,20.5,2.5,40.17,26.5,17.17,10.83,44.67,52.5,28,19.17,45.5,3.83
7055.32,33934.88,1477,16503.14,5669.68,1618,7853.36,13878.85,5366.5,1653.68,25604,11115.85,28486.83,11026.65,13379.47,21416.53,4073.32,11295.82,3413.64,30165.67,8776.48,6034.01,3547.36,2676,2215.64,6277.67,3493,2967.32,2590,4163.83,4616.64,5930.36,3853.32,3183.36,3593,2621.32,3408.65,5645.04,9045.68,5952.01,25958.35,61073.15,37197.5,56907.67,25810.18,24151.32,64418.33,35406.5,39886.35,32572.15,9570.18,2856.32,2646.82,22377,10843.53,9584.69,2795.96,22411.67,9316.97,24369.46
46448.99,76956.58,33891.77,45794.11,58759.91,39821.5,50756.58,34630.69,56654.05,46642.52,46289.92,52057.36,46825.89,55546.69,27379.4,32300.77,49778.52,58442.3,48383.18,55618.65,107593.11,117413.19,54109.75,38467.05,31784.46,60642.38,44719.38,46696.52,40465.27,33795.29,39401.66,52418.31,46362.19,29572.64,29314.48,27806.71,38141.11,54117.91,93673.58,72776.71,19100.4,33653.96,51773.5,53172.36,37424.09,23593.14,61036.93,51440.8,62607.75,34847.8,17119.36,41175.29,27848.86,21395.55,26381.83,37225.57,38113.6,22529.63,38787.14,21429.02
98,24,54,110,116,0,37,32,90,64,29,0,0,0,20,41,0,0,0,0,25,217.24,20.26,5.75,8.12,53.67,4.38,61.38,3.88,6.71,5,14.88,15,98,64,96,186,48.88,330,330,116,40,48.67,65,213.33,114,337,358.67,137,16,0,28.75,9.12,7,27,37,3.62,21,11.67,0
255796.04,560862.59,163820.64,310429,312463.69,188650.43,275501.01,256743.78,296361.54,215544.28,392584.06,336761.26,420139.78,351622.24,221781.83,304518.21,294003.77,369208.86,277097.77,478244.12,638274.7,643391.02,331650.1,210542.42,208651.55,373732.92,259198.96,262176.97,293135.38,217770.99,247929.91,312561.17,260269.19,147298.71,154506.03,142968.8,188027.1,323327.62,462684.82,357355.52,233887.22,528492.64,469071.76,584144.75,322174.73,259273.84,634304.03,442517.24,511392.39,367171.81,148674.04,295497.58,203817.92,249204.73,178330.3,229868.39,276794.26,254125.63,230118.04,261375.43
