"to","from","weight","color","weight_abs","target_species","source_species","Treatment","from_Kingdom","from_Phylum","from_Class","from_Order","from_Family","from_Genus","from_Species","to_Kingdom","to_Phylum","to_Class","to_Order","to_Family","to_Genus","to_Species"
"e92a3e51a1e7580c83f0f856b51a378f","687cdda982ab120abe72c6a01d4b3cd7",0.126,"darkblue",0.126,"Genus:Alicyclobacillus","Genus:Massilia","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e92a3e51a1e7580c83f0f856b51a378f","29e1fbe832ebeacb55e1d087022e4ab6",0.212,"darkblue",0.212,"Genus:Alicyclobacillus","Genus:Nocardioides","EBPR_AMF","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Genus:Nocardioides","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e92a3e51a1e7580c83f0f856b51a378f","687cdda982ab120abe72c6a01d4b3cd7",-0.00619,"red",0.00619,"Genus:Alicyclobacillus","Genus:Massilia","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e92a3e51a1e7580c83f0f856b51a378f","90d281aaf588bad4be3327bfc03d6249",-0.0803,"red",0.0803,"Genus:Pandoraea","Genus:Alicyclobacillus","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","Genus:Pandoraea","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e92a3e51a1e7580c83f0f856b51a378f","cefaaacfe9b618111b20ac7e0868e83c",0.0529,"darkblue",0.0529,"Genus:UBA10511","Genus:Alicyclobacillus","Vermont","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","UBA10511","UBA10511","Genus:UBA10511","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e92a3e51a1e7580c83f0f856b51a378f","719c340718bc72b34dc4b7c8f47cdf0a",0.0366,"darkblue",0.0366,"Genus:Planctomicrobium","Genus:Alicyclobacillus","AMF","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomicrobium","Genus:Planctomicrobium","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e92a3e51a1e7580c83f0f856b51a378f","37f339d470831c3141471c53a96242fa",0.0203,"darkblue",0.0203,"Genus:Vermiphilus","Genus:Alicyclobacillus","EBPR_AMF","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilus","Genus:Vermiphilus","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus","Genus:Alicyclobacillus"
"e97ee503100a7acab283288d05acfe9c","95a7e70fb332ba3cda224b5fa86471f2",0.144,"darkblue",0.144,"Genus:Bdellovibrio","Genus:Pseudolabrys","Vermont","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Genus:Pseudolabrys","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Genus:Bdellovibrio"
"e97ee503100a7acab283288d05acfe9c","329a088fae8e83ce8c6cbac821e5c897",0.041,"darkblue",0.041,"Family:A4b","Genus:Bdellovibrio","Vermont","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b","Family:A4b","Family:A4b","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Genus:Bdellovibrio"
"eda08310bdddc59cef4cab3c6d25c348","b4b0d2863d38241aed80c872fd1fe5ef",-0.0163,"red",0.0163,"Genus:GWA1-52-35","Genus:Chitinophaga","EBPR","Bacteria","Bdellovibrionota","Bdellovibrionia","UBA1018","UBA1018","GWA1-52-35","Genus:GWA1-52-35","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Genus:Chitinophaga"
"eda08310bdddc59cef4cab3c6d25c348","1ed6f4ce71546bfb9593edd78456b74f",-0.00393,"red",0.00393,"Class:Bacilli","Genus:Chitinophaga","EBPR","Bacteria","Firmicutes","Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Genus:Chitinophaga"
"eda08310bdddc59cef4cab3c6d25c348","dbda651e889dbe3c5b9b471084c9b5b0",0.0811,"darkblue",0.0811,"Genus:Singulisphaera","Genus:Chitinophaga","EBPR_AMF","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera","Genus:Singulisphaera","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Genus:Chitinophaga"
"eda08310bdddc59cef4cab3c6d25c348","a47fe9d2ebacfb4e6e443d3e273f1f7b",0.11,"darkblue",0.11,"Genus:Spirillospora","Genus:Chitinophaga","EBPR_AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Spirillospora","Genus:Spirillospora","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Genus:Chitinophaga"
"f03364f57ce7c1394bdddc52fbe9ec09","0fe129715f2638c56da85e85b1e40bb2",-0.0126,"red",0.0126,"Genus:Mucilaginibacter","Family:Moraxellaceae","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Family:Moraxellaceae","Family:Moraxellaceae","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter"
"f03364f57ce7c1394bdddc52fbe9ec09","6c5f4f9666d82b1bedf94e99acfe6741",0.233,"darkblue",0.233,"Genus:Mucilaginibacter","Genus:Neobacillus","AMF","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter"
"f03364f57ce7c1394bdddc52fbe9ec09","90d281aaf588bad4be3327bfc03d6249",0.0541,"darkblue",0.0541,"Genus:Pandoraea","Genus:Mucilaginibacter","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","Genus:Pandoraea","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter"
"f03364f57ce7c1394bdddc52fbe9ec09","75dfbaa6610d42e3af05d0549e07f6f8",-0.0309,"red",0.0309,"Genus:Mucilaginibacter","Genus:Cavicella","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Cavicella","Genus:Cavicella","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter"
"f03364f57ce7c1394bdddc52fbe9ec09","b7ac776e17622968b145fdb628a1df35",-0.202,"red",0.202,"Family:UBA2337","Genus:Mucilaginibacter","EBPR_AMF","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","UBA2337","Family:UBA2337","Family:UBA2337","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter"
"f03364f57ce7c1394bdddc52fbe9ec09","4f5e4a0bc4f775254bd9bc8b2ea8344b",0.139,"darkblue",0.139,"Family:Methylophilaceae","Genus:Mucilaginibacter","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Family:Methylophilaceae","Family:Methylophilaceae","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter"
"f0ad6373012620fc45bb94b0e6a55054","3bed507c2cb7458e3bd9b0ee3692fecb",0.0334,"darkblue",0.0334,"Genus:Pararcticibacter","Family:Streptomycetaceae","AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pararcticibacter","Genus:Pararcticibacter"
"f15b29f8cd5dc2b290818ad676b17429","a2dc38751bcdfa2fd25f8335b16448ad",0.19,"darkblue",0.19,"Genus:Candidimonas","Genus:Dongia","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Candidimonas","Genus:Candidimonas","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Genus:Dongia"
"f15b29f8cd5dc2b290818ad676b17429","2e55ec639999a5f78b2ad9c1a83cb5e3",-0.0752,"red",0.0752,"Genus:Dongia","Genus:Streptomyces","AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Genus:Dongia"
"f15b29f8cd5dc2b290818ad676b17429","a7d94eadb5ccf3955b17a372b00a63a6",-0.0191,"red",0.0191,"Genus:Dongia","Family:Xanthobacteraceae","Vermont","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Family:Xanthobacteraceae","Family:Xanthobacteraceae","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Genus:Dongia"
"f15b29f8cd5dc2b290818ad676b17429","507a85379fb46aba8204ea8720870eab",0.0392,"darkblue",0.0392,"Genus:Dongia","Genus:Pirellula","EBPR","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","Genus:Pirellula","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Genus:Dongia"
"f15b29f8cd5dc2b290818ad676b17429","75dfbaa6610d42e3af05d0549e07f6f8",0.223,"darkblue",0.223,"Genus:Dongia","Genus:Cavicella","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Cavicella","Genus:Cavicella","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Genus:Dongia"
"f2bb369508ccaf767bd9f2025a010cfd","c5232fcc1ffbb1cfa18f3c9f433f63c4",0.00846,"darkblue",0.00846,"Genus:Haliangium","Order:Polyangiales","EBPR_AMF","Bacteria","Myxococcota","Polyangia","Polyangiales","Order:Polyangiales","Order:Polyangiales","Order:Polyangiales","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Genus:Haliangium"
"f4aa309fa654779b54a6feed16fd47f1","c275796f886bab5ac3996084e9195d24",0.0804,"darkblue",0.0804,"Genus:OLB9","Genus:Nevskia","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Nevskia","Genus:Nevskia","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB9","Genus:OLB9"
"f4aa309fa654779b54a6feed16fd47f1","82cb19f8b1933c4dbe9a466ca60d9a55",0.0619,"darkblue",0.0619,"Genus:OLB9","Genus:SB25","Vermont","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tenuifilaceae","SB25","Genus:SB25","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB9","Genus:OLB9"
"f4bc4759d52d874f23238c709b060802","ad251d71232ba04b5e57d61eece6013a",-0.0781,"red",0.0781,"Family:Rhodanobacteraceae","Genus:Aquisphaera","AMF","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Aquisphaera","Genus:Aquisphaera","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","5f17e4af39186c5822db6c135bb7c744",0.0724,"darkblue",0.0724,"Family:Rhodanobacteraceae","Genus:Solimonas","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Solimonas","Genus:Solimonas","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","8f813280e8cc1c972cdf97b409fa6840",0.0543,"darkblue",0.0543,"Genus:Prosthecobacter","Family:Rhodanobacteraceae","Vermont_AMF","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","Genus:Prosthecobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","472466279b75a9efd1ce4fbc71e9f0bd",0.0118,"darkblue",0.0118,"Genus:Pseudomonas","Family:Rhodanobacteraceae","Control","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","29e1fbe832ebeacb55e1d087022e4ab6",0.179,"darkblue",0.179,"Family:Rhodanobacteraceae","Genus:Nocardioides","Vermont","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Genus:Nocardioides","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","472466279b75a9efd1ce4fbc71e9f0bd",0.1,"darkblue",0.1,"Genus:Pseudomonas","Family:Rhodanobacteraceae","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","b40267d30a025272256c6133b8268e2d",0.000865,"darkblue",0.000865,"Family:Isosphaeraceae","Family:Rhodanobacteraceae","EBPR_AMF","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Family:Isosphaeraceae","Family:Isosphaeraceae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","37f339d470831c3141471c53a96242fa",0.0747,"darkblue",0.0747,"Genus:Vermiphilus","Family:Rhodanobacteraceae","EBPR_AMF","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilus","Genus:Vermiphilus","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","bfd64ed8b41cad8cb8c8b9167c9c4ce4",0.0428,"darkblue",0.0428,"Genus:Rhodopila","Family:Rhodanobacteraceae","AMF","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","Genus:Rhodopila","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","dcaa56491d749ca0e1cbc91a2a3d3755",0.048,"darkblue",0.048,"Genus:Methylovorus","Family:Rhodanobacteraceae","Vermont_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylovorus","Genus:Methylovorus","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","b9e0a77b480dc9669c2b71646742f168",0.0973,"darkblue",0.0973,"Family:Stappiaceae","Family:Rhodanobacteraceae","EBPR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Family:Stappiaceae","Family:Stappiaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4bc4759d52d874f23238c709b060802","cad66b29b87082788e44668ef14b8b72",0.168,"darkblue",0.168,"Family:Rhodanobacteraceae","Genus:Dyella","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Genus:Dyella","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family:Rhodanobacteraceae","Family:Rhodanobacteraceae"
"f4ef3a1f795d65e2afa026e6ad98aad6","1c2b8892a0d7f828d72808cd01cfd199",0.0354,"darkblue",0.0354,"Family:Micropepsaceae","Genus:Devosia","Control","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Genus:Devosia","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Family:Micropepsaceae","Family:Micropepsaceae"
"f4ef3a1f795d65e2afa026e6ad98aad6","6e283145ead6dd0b1fae0ef66639e751",-0.00527,"red",0.00527,"Family:Polyangiaceae","Family:Micropepsaceae","AMF","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Family:Polyangiaceae","Family:Polyangiaceae","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Family:Micropepsaceae","Family:Micropepsaceae"
"f66a4b913664112fc1d11c820d50fd6d","dcaa56491d749ca0e1cbc91a2a3d3755",-0.0464,"red",0.0464,"Genus:SLQV01","Genus:Methylovorus","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylovorus","Genus:Methylovorus","Bacteria","Myxococcota","Polyangia","Polyangiales","SLQV01","SLQV01","Genus:SLQV01"
"f66a4b913664112fc1d11c820d50fd6d","f15b29f8cd5dc2b290818ad676b17429",0.0678,"darkblue",0.0678,"Genus:SLQV01","Genus:Dongia","Vermont","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia","Genus:Dongia","Bacteria","Myxococcota","Polyangia","Polyangiales","SLQV01","SLQV01","Genus:SLQV01"
"f9b70f4b5608982d012dfb9f18422312","34b8f9e53bd9a463bffcf9afe5d97457",-0.142,"red",0.142,"Genus:UBA4722","Genus:Niastella","Vermont","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Genus:Niastella","Bacteria","Proteobacteria","Gammaproteobacteria","DSM-16500","DSM-16500","UBA4722","Genus:UBA4722"
"f9b70f4b5608982d012dfb9f18422312","3cd9ce63f826137d18ca1a11155a21ad",0.0714,"darkblue",0.0714,"Genus:UBA4722","Genus:Leifsonia","EBPR","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leifsonia","Genus:Leifsonia","Bacteria","Proteobacteria","Gammaproteobacteria","DSM-16500","DSM-16500","UBA4722","Genus:UBA4722"
"fb1ab5494b00c440e3daf796fe7cbb6e","f03364f57ce7c1394bdddc52fbe9ec09",0.0307,"darkblue",0.0307,"Genus:Asticcacaulis","Genus:Mucilaginibacter","EBPR","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Genus:Mucilaginibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Genus:Asticcacaulis"
"fb1ab5494b00c440e3daf796fe7cbb6e","0d6cdab8d3abc62b38ef5d70ffffde98",0.178,"darkblue",0.178,"Genus:Asticcacaulis","Genus:Stenotrophobium","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Genus:Asticcacaulis"
"fc55c20b8b077f93fafc3554583666a4","9a5ef65f1b4c0a3140b0f46541113b15",0.00171,"darkblue",0.00171,"Genus:Arachidicoccus","Genus:Bordetella","AMF","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Arachidicoccus","Genus:Arachidicoccus","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Genus:Bordetella"
"fc55c20b8b077f93fafc3554583666a4","f0ad6373012620fc45bb94b0e6a55054",0.0679,"darkblue",0.0679,"Genus:Pararcticibacter","Genus:Bordetella","AMF","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pararcticibacter","Genus:Pararcticibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Genus:Bordetella"
"fc55c20b8b077f93fafc3554583666a4","2e55ec639999a5f78b2ad9c1a83cb5e3",0.0878,"darkblue",0.0878,"Genus:Bordetella","Genus:Streptomyces","Vermont","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Genus:Bordetella"
"fc55c20b8b077f93fafc3554583666a4","4ed0abce9662a5fe27b3ceb5bf6ec61f",0.00567,"darkblue",0.00567,"Genus:Bordetella","Genus:Sphingomonas","EBPR","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Genus:Sphingomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Genus:Bordetella"
"fc55c20b8b077f93fafc3554583666a4","0d6cdab8d3abc62b38ef5d70ffffde98",0.0236,"darkblue",0.0236,"Genus:Bordetella","Genus:Stenotrophobium","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Genus:Bordetella"
"fd42f859b4369f935db671e3df27438b","0d6cdab8d3abc62b38ef5d70ffffde98",0.0205,"darkblue",0.0205,"Genus:Terrimicrobium","Genus:Stenotrophobium","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","Genus:Terrimicrobium"
"fd42f859b4369f935db671e3df27438b","a907d874b884d2c4ac9eac39e4dc3ed0",0.182,"darkblue",0.182,"Genus:Terrimicrobium","Genus:Legionella","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Genus:Legionella","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","Genus:Terrimicrobium"
"fd6da4c4fa02d09b9e52ba848bbb9848","95a44ad6afffeead68dda08111b23cf2",-0.0625,"red",0.0625,"Genus:Berkiella","Kingdom:Bacteria","EBPR","Bacteria","Kingdom:Bacteria","Kingdom:Bacteria","Kingdom:Bacteria","Kingdom:Bacteria","Kingdom:Bacteria","Kingdom:Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Berkiellales","Berkiellaceae","Berkiella","Genus:Berkiella"
"fd6da4c4fa02d09b9e52ba848bbb9848","507a85379fb46aba8204ea8720870eab",-0.064,"red",0.064,"Genus:Berkiella","Genus:Pirellula","EBPR","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","Genus:Pirellula","Bacteria","Proteobacteria","Gammaproteobacteria","Berkiellales","Berkiellaceae","Berkiella","Genus:Berkiella"
"fd6da4c4fa02d09b9e52ba848bbb9848","123e950130b49f3692b2898d9a43ef9c",0.279,"darkblue",0.279,"Genus:OLB10","Genus:Berkiella","EBPR","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","Genus:OLB10","Bacteria","Proteobacteria","Gammaproteobacteria","Berkiellales","Berkiellaceae","Berkiella","Genus:Berkiella"
"fd6da4c4fa02d09b9e52ba848bbb9848","41e2d3409526bc0f599275652ddfe699",0.0568,"darkblue",0.0568,"Genus:HS-T3","Genus:Berkiella","EBPR","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","HS-T3","Genus:HS-T3","Bacteria","Proteobacteria","Gammaproteobacteria","Berkiellales","Berkiellaceae","Berkiella","Genus:Berkiella"
"fe08a2f5d56eb767c9dc79e50f09c11a","507a85379fb46aba8204ea8720870eab",0.0194,"darkblue",0.0194,"Genus:Pedosphaera","Genus:Pirellula","Vermont","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","Genus:Pirellula","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Genus:Pedosphaera"
"fe08a2f5d56eb767c9dc79e50f09c11a","29e1fbe832ebeacb55e1d087022e4ab6",-0.0149,"red",0.0149,"Genus:Pedosphaera","Genus:Nocardioides","EBPR_AMF","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Genus:Nocardioides","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Genus:Pedosphaera"
"fe08a2f5d56eb767c9dc79e50f09c11a","b7ac776e17622968b145fdb628a1df35",0.0537,"darkblue",0.0537,"Family:UBA2337","Genus:Pedosphaera","EBPR_AMF","Bacteria","Omnitrophota","Omnitrophia","Omnitrophales","UBA2337","Family:UBA2337","Family:UBA2337","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Genus:Pedosphaera"
"fe08a2f5d56eb767c9dc79e50f09c11a","eda08310bdddc59cef4cab3c6d25c348",-0.00838,"red",0.00838,"Genus:Pedosphaera","Genus:Chitinophaga","EBPR_AMF","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Genus:Chitinophaga","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaera","Genus:Pedosphaera"
"fe8c59302eaca6b04b91e9f6a3b36f16","1ae76587d5490a489cf3ee10540ddf05",0.0812,"darkblue",0.0812,"Family:Caldilineaceae","Genus:ELB16-189","EBPR","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","Genus:ELB16-189","Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae","Family:Caldilineaceae","Family:Caldilineaceae"
