"to","from","weight","color","weight_abs","target_species","source_species","Treatment","from_Kingdom","from_Phylum","from_Class","from_Order","from_Family","from_Genus","from_Species","to_Kingdom","to_Phylum","to_Class","to_Order","to_Family","to_Genus","to_Species"
"1ae76587d5490a489cf3ee10540ddf05","0a9495dc2a22f1eefcd9e4e4ebd2617f",0.105,"darkblue",0.105,"Genus:Aromatoleum","Genus:ELB16-189","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Aromatoleum","Genus:Aromatoleum","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","Genus:ELB16-189"
"1b9a7c868176db41ab413e3675f8225c","1950f790c3f5306e08d16bbcb71a0658",0.0799,"darkblue",0.0799,"Genus:REDI01","Genus:Rhizomicrobium","EBPR_AMF","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Genus:Rhizomicrobium","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","REDI01","Genus:REDI01"
"1c2b8892a0d7f828d72808cd01cfd199","0d6cdab8d3abc62b38ef5d70ffffde98",0.00273,"darkblue",0.00273,"Genus:Stenotrophobium","Genus:Devosia","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Genus:Devosia"
"29e1fbe832ebeacb55e1d087022e4ab6","1ae76587d5490a489cf3ee10540ddf05",0.161,"darkblue",0.161,"Genus:ELB16-189","Genus:Nocardioides","AMF","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","Genus:ELB16-189","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Genus:Nocardioides"
"2e55ec639999a5f78b2ad9c1a83cb5e3","1137908dfe3b63a4b7903e49e76dbef7",0.197,"darkblue",0.197,"Family:Chitinophagaceae","Genus:Streptomyces","EBPR","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Family:Chitinophagaceae","Family:Chitinophagaceae","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces"
"2e55ec639999a5f78b2ad9c1a83cb5e3","21d05aac8070d05f493325ca352fde48",0.091,"darkblue",0.091,"Genus:Fluviicola","Genus:Streptomyces","EBPR_AMF","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Genus:Fluviicola","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces"
"33a198a979ec6f8252b36eb5ae643d5e","0ca2f233ad14bf741105199f087506db",0.062,"darkblue",0.062,"Genus:Kouleothrix","Family:Xanthomonadaceae","EBPR","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","Genus:Kouleothrix","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Family:Xanthomonadaceae","Family:Xanthomonadaceae"
"33a198a979ec6f8252b36eb5ae643d5e","2540caba6ee4758f7b138bbe10835346",0.0179,"darkblue",0.0179,"Genus:Castellaniella","Family:Xanthomonadaceae","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Castellaniella","Genus:Castellaniella","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Family:Xanthomonadaceae","Family:Xanthomonadaceae"
"384cc1ed47f9717cbaf2e9985e2576dc","34b8f9e53bd9a463bffcf9afe5d97457",0.000899,"darkblue",0.000899,"Genus:SCN-69-37","Genus:Niastella","Vermont","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Genus:Niastella","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","SCN-69-37","SCN-69-37","Genus:SCN-69-37"
"384cc1ed47f9717cbaf2e9985e2576dc","0fe129715f2638c56da85e85b1e40bb2",0.056,"darkblue",0.056,"Genus:SCN-69-37","Family:Moraxellaceae","Vermont_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Family:Moraxellaceae","Family:Moraxellaceae","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","SCN-69-37","SCN-69-37","Genus:SCN-69-37"
"3bed507c2cb7458e3bd9b0ee3692fecb","1ed6f4ce71546bfb9593edd78456b74f",0.0646,"darkblue",0.0646,"Class:Bacilli","Family:Streptomycetaceae","AMF","Bacteria","Firmicutes","Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae"
"3bed507c2cb7458e3bd9b0ee3692fecb","2e55ec639999a5f78b2ad9c1a83cb5e3",0.0877,"darkblue",0.0877,"Genus:Streptomyces","Family:Streptomycetaceae","EBPR_AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae"
"3cd9ce63f826137d18ca1a11155a21ad","1950f790c3f5306e08d16bbcb71a0658",0.086,"darkblue",0.086,"Genus:Rhizomicrobium","Genus:Leifsonia","EBPR","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Genus:Rhizomicrobium","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leifsonia","Genus:Leifsonia"
"3d5eeda3774194ca21d0b4dafe24f075","29e1fbe832ebeacb55e1d087022e4ab6",0.0421,"darkblue",0.0421,"Genus:Gemmata","Genus:Nocardioides","AMF","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Genus:Nocardioides","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","Genus:Gemmata"
"3d5eeda3774194ca21d0b4dafe24f075","1e5b6bb3479ecfe7b909d6db51ef9ca3",-0.0687,"red",0.0687,"Genus:Paracoccus","Genus:Gemmata","EBPR_AMF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Genus:Paracoccus","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","Genus:Gemmata"
"41e2d3409526bc0f599275652ddfe699","1e5b6bb3479ecfe7b909d6db51ef9ca3",0.0289,"darkblue",0.0289,"Genus:HS-T3","Genus:Paracoccus","EBPR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Genus:Paracoccus","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","HS-T3","Genus:HS-T3"
"472466279b75a9efd1ce4fbc71e9f0bd","0fe129715f2638c56da85e85b1e40bb2",0.0332,"darkblue",0.0332,"Family:Moraxellaceae","Genus:Pseudomonas","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Family:Moraxellaceae","Family:Moraxellaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas"
"472466279b75a9efd1ce4fbc71e9f0bd","3cd9ce63f826137d18ca1a11155a21ad",0.104,"darkblue",0.104,"Genus:Leifsonia","Genus:Pseudomonas","EBPR","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leifsonia","Genus:Leifsonia","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas"
"472466279b75a9efd1ce4fbc71e9f0bd","3d5eeda3774194ca21d0b4dafe24f075",0.022,"darkblue",0.022,"Genus:Gemmata","Genus:Pseudomonas","EBPR","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","Genus:Gemmata","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas"
"48ccf1e2969896d59252679ec29a8aa2","1290e271fbc50c66e2cd8e437d0d4a44",0.03,"darkblue",0.03,"Genus:Chryseolinea","Family:Usitatibacteraceae","Vermont_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Usitatibacteraceae","Family:Usitatibacteraceae","Family:Usitatibacteraceae","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Chryseolinea","Genus:Chryseolinea"
"5251b44f09b6bd5b54378a19608ffca2","1e5b6bb3479ecfe7b909d6db51ef9ca3",0.0781,"darkblue",0.0781,"Genus:Agriterribacter","Genus:Paracoccus","EBPR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Genus:Paracoccus","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","Genus:Agriterribacter"
"5790585ab29ff4d6d0eff0fa640e4e6c","0d6cdab8d3abc62b38ef5d70ffffde98",0.0142,"darkblue",0.0142,"Class:Actinomycetia","Genus:Stenotrophobium","Control","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Actinobacteriota","Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia"
"5790585ab29ff4d6d0eff0fa640e4e6c","34b8f9e53bd9a463bffcf9afe5d97457",-0.0389,"red",0.0389,"Genus:Niastella","Class:Actinomycetia","EBPR_AMF","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Genus:Niastella","Bacteria","Actinobacteriota","Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia"
"5790585ab29ff4d6d0eff0fa640e4e6c","0d6cdab8d3abc62b38ef5d70ffffde98",-0.0429,"red",0.0429,"Class:Actinomycetia","Genus:Stenotrophobium","EBPR_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Actinobacteriota","Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia"
"5790585ab29ff4d6d0eff0fa640e4e6c","37f339d470831c3141471c53a96242fa",0.0319,"darkblue",0.0319,"Genus:Vermiphilus","Class:Actinomycetia","EBPR","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilus","Genus:Vermiphilus","Bacteria","Actinobacteriota","Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia","Class:Actinomycetia"
"5cbf299bc5e84aa98007f6e2fbbffaa5","34b8f9e53bd9a463bffcf9afe5d97457",0.0222,"darkblue",0.0222,"Family:Labraceae","Genus:Niastella","AMF","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Genus:Niastella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Family:Labraceae","Family:Labraceae"
"5cbf299bc5e84aa98007f6e2fbbffaa5","1ed6f4ce71546bfb9593edd78456b74f",0.00746,"darkblue",0.00746,"Family:Labraceae","Class:Bacilli","AMF","Bacteria","Firmicutes","Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Family:Labraceae","Family:Labraceae"
"5cbf299bc5e84aa98007f6e2fbbffaa5","507a85379fb46aba8204ea8720870eab",0.061,"darkblue",0.061,"Genus:Pirellula","Family:Labraceae","Vermont","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","Genus:Pirellula","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Family:Labraceae","Family:Labraceae"
"5f17e4af39186c5822db6c135bb7c744","1290e271fbc50c66e2cd8e437d0d4a44",0.0291,"darkblue",0.0291,"Family:Usitatibacteraceae","Genus:Solimonas","Vermont_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Usitatibacteraceae","Family:Usitatibacteraceae","Family:Usitatibacteraceae","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Solimonas","Genus:Solimonas"
"5f17e4af39186c5822db6c135bb7c744","0fe129715f2638c56da85e85b1e40bb2",0.0502,"darkblue",0.0502,"Family:Moraxellaceae","Genus:Solimonas","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Family:Moraxellaceae","Family:Moraxellaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Solimonas","Genus:Solimonas"
"5f17e4af39186c5822db6c135bb7c744","472466279b75a9efd1ce4fbc71e9f0bd",0.0583,"darkblue",0.0583,"Genus:Pseudomonas","Genus:Solimonas","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Solimonas","Genus:Solimonas"
"6472eb8b1e09f892aca2f23182962903","48ccf1e2969896d59252679ec29a8aa2",0.0611,"darkblue",0.0611,"Genus:Chryseolinea","Genus:Bradyrhizobium","Vermont","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Chryseolinea","Genus:Chryseolinea","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Genus:Bradyrhizobium"
"6472eb8b1e09f892aca2f23182962903","507a85379fb46aba8204ea8720870eab",0.0537,"darkblue",0.0537,"Genus:Pirellula","Genus:Bradyrhizobium","AMF","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","Genus:Pirellula","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Genus:Bradyrhizobium"
"6472eb8b1e09f892aca2f23182962903","29e1fbe832ebeacb55e1d087022e4ab6",0.019,"darkblue",0.019,"Genus:Nocardioides","Genus:Bradyrhizobium","EBPR","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Nocardioides","Genus:Nocardioides","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Genus:Bradyrhizobium"
"687cdda982ab120abe72c6a01d4b3cd7","3bed507c2cb7458e3bd9b0ee3692fecb",0.028,"darkblue",0.028,"Genus:Massilia","Family:Streptomycetaceae","AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"687cdda982ab120abe72c6a01d4b3cd7","472466279b75a9efd1ce4fbc71e9f0bd",0.215,"darkblue",0.215,"Genus:Massilia","Genus:Pseudomonas","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"687cdda982ab120abe72c6a01d4b3cd7","4ed0abce9662a5fe27b3ceb5bf6ec61f",0.122,"darkblue",0.122,"Genus:Massilia","Genus:Sphingomonas","EBPR","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Genus:Sphingomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"687cdda982ab120abe72c6a01d4b3cd7","3bed507c2cb7458e3bd9b0ee3692fecb",0.0303,"darkblue",0.0303,"Genus:Massilia","Family:Streptomycetaceae","Vermont","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"687cdda982ab120abe72c6a01d4b3cd7","21d05aac8070d05f493325ca352fde48",0.0371,"darkblue",0.0371,"Genus:Fluviicola","Genus:Massilia","EBPR_AMF","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Genus:Fluviicola","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"687cdda982ab120abe72c6a01d4b3cd7","2e26c467a2ec95e28ba3ec52e968ecac",0.0282,"darkblue",0.0282,"Genus:Reyranella","Genus:Massilia","EBPR_AMF","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Genus:Reyranella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"687cdda982ab120abe72c6a01d4b3cd7","0d6cdab8d3abc62b38ef5d70ffffde98",-0.0666,"red",0.0666,"Genus:Massilia","Genus:Stenotrophobium","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Nevskiaceae","Stenotrophobium","Genus:Stenotrophobium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia"
"6c4d9c0af1e5ee335acf31c2adea4e87","5251b44f09b6bd5b54378a19608ffca2",0.0188,"darkblue",0.0188,"Family:UBA2999","Genus:Agriterribacter","EBPR_AMF","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","Genus:Agriterribacter","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","UBA2999","Family:UBA2999","Family:UBA2999"
"6c5f4f9666d82b1bedf94e99acfe6741","1ed6f4ce71546bfb9593edd78456b74f",0.0038,"darkblue",0.0038,"Class:Bacilli","Genus:Neobacillus","AMF","Bacteria","Firmicutes","Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus"
"6c5f4f9666d82b1bedf94e99acfe6741","5cbf299bc5e84aa98007f6e2fbbffaa5",0.0318,"darkblue",0.0318,"Family:Labraceae","Genus:Neobacillus","EBPR_AMF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Family:Labraceae","Family:Labraceae","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus"
"6c5f4f9666d82b1bedf94e99acfe6741","33a198a979ec6f8252b36eb5ae643d5e",0.00187,"darkblue",0.00187,"Family:Xanthomonadaceae","Genus:Neobacillus","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Family:Xanthomonadaceae","Family:Xanthomonadaceae","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus"
"6c5f4f9666d82b1bedf94e99acfe6741","3ad61548da9203a29f9c0130db978f6b",0.115,"darkblue",0.115,"Genus:Bacillus","Genus:Neobacillus","EBPR_AMF","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Genus:Bacillus","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus"
"6c5f4f9666d82b1bedf94e99acfe6741","687cdda982ab120abe72c6a01d4b3cd7",0.0745,"darkblue",0.0745,"Genus:Massilia","Genus:Neobacillus","AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Massilia","Genus:Massilia","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus"
"6c5f4f9666d82b1bedf94e99acfe6741","1ed6f4ce71546bfb9593edd78456b74f",0.0241,"darkblue",0.0241,"Class:Bacilli","Genus:Neobacillus","Control","Bacteria","Firmicutes","Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Bacteria","Firmicutes","Bacilli","Bacillales","DSM-18226","Neobacillus","Genus:Neobacillus"
"6e283145ead6dd0b1fae0ef66639e751","384cc1ed47f9717cbaf2e9985e2576dc",0.00139,"darkblue",0.00139,"Family:Polyangiaceae","Genus:SCN-69-37","Vermont_AMF","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","SCN-69-37","SCN-69-37","Genus:SCN-69-37","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Family:Polyangiaceae","Family:Polyangiaceae"
"6e283145ead6dd0b1fae0ef66639e751","507a85379fb46aba8204ea8720870eab",0.0974,"darkblue",0.0974,"Family:Polyangiaceae","Genus:Pirellula","Vermont","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","Genus:Pirellula","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Family:Polyangiaceae","Family:Polyangiaceae"
"6e283145ead6dd0b1fae0ef66639e751","472466279b75a9efd1ce4fbc71e9f0bd",0.152,"darkblue",0.152,"Family:Polyangiaceae","Genus:Pseudomonas","Vermont_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus:Pseudomonas","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Family:Polyangiaceae","Family:Polyangiaceae"
"6e283145ead6dd0b1fae0ef66639e751","3bed507c2cb7458e3bd9b0ee3692fecb",-0.0371,"red",0.0371,"Family:Polyangiaceae","Family:Streptomycetaceae","AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Family:Polyangiaceae","Family:Polyangiaceae"
"703bf3fd1a8e40f08082ba6f9d6e942b","3d5eeda3774194ca21d0b4dafe24f075",0.203,"darkblue",0.203,"Genus:Caulifigura","Genus:Gemmata","EBPR","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","Genus:Gemmata","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Genus:Caulifigura"
"703bf3fd1a8e40f08082ba6f9d6e942b","4855ee3548a9e01dceb4b62d432a5c88",0.0355,"darkblue",0.0355,"Genus:Caballeronia","Genus:Caulifigura","EBPR_AMF","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia","Genus:Caballeronia","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Genus:Caulifigura"
"703bf3fd1a8e40f08082ba6f9d6e942b","0a9495dc2a22f1eefcd9e4e4ebd2617f",-0.000122,"red",0.000122,"Genus:Aromatoleum","Genus:Caulifigura","EBPR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Aromatoleum","Genus:Aromatoleum","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Genus:Caulifigura"
"703bf3fd1a8e40f08082ba6f9d6e942b","3cd9ce63f826137d18ca1a11155a21ad",0.0191,"darkblue",0.0191,"Genus:Leifsonia","Genus:Caulifigura","EBPR","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Leifsonia","Genus:Leifsonia","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Genus:Caulifigura"
"703bf3fd1a8e40f08082ba6f9d6e942b","4f5e4a0bc4f775254bd9bc8b2ea8344b",-0.00923,"red",0.00923,"Family:Methylophilaceae","Genus:Caulifigura","Vermont","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Family:Methylophilaceae","Family:Methylophilaceae","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Genus:Caulifigura"
"703bf3fd1a8e40f08082ba6f9d6e942b","1950f790c3f5306e08d16bbcb71a0658",0.106,"darkblue",0.106,"Genus:Rhizomicrobium","Genus:Caulifigura","Vermont","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Genus:Rhizomicrobium","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Genus:Caulifigura"
"705f734c8453cf6fd4cc7c34def7aaa7","123e950130b49f3692b2898d9a43ef9c",0.17,"darkblue",0.17,"Genus:OLB10","Genus:Nitrosomonas","EBPR","Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","Genus:OLB10","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","Genus:Nitrosomonas"
"7075f18780b53b3903037546f5540e71","6e283145ead6dd0b1fae0ef66639e751",-0.00584,"red",0.00584,"Family:Polyangiaceae","Genus:Frateuria","AMF","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Family:Polyangiaceae","Family:Polyangiaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria","Genus:Frateuria"
"7075f18780b53b3903037546f5540e71","2e55ec639999a5f78b2ad9c1a83cb5e3",0.24,"darkblue",0.24,"Genus:Frateuria","Genus:Streptomyces","EBPR_AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria","Genus:Frateuria"
"7075f18780b53b3903037546f5540e71","5cbf299bc5e84aa98007f6e2fbbffaa5",0.0192,"darkblue",0.0192,"Family:Labraceae","Genus:Frateuria","AMF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Family:Labraceae","Family:Labraceae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria","Genus:Frateuria"
"7075f18780b53b3903037546f5540e71","2e55ec639999a5f78b2ad9c1a83cb5e3",0.156,"darkblue",0.156,"Genus:Frateuria","Genus:Streptomyces","Vermont","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Genus:Streptomyces","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria","Genus:Frateuria"
"7075f18780b53b3903037546f5540e71","3bed507c2cb7458e3bd9b0ee3692fecb",0.149,"darkblue",0.149,"Genus:Frateuria","Family:Streptomycetaceae","AMF","Bacteria","Actinobacteriota","Actinomycetia","Streptomycetales","Streptomycetaceae","Family:Streptomycetaceae","Family:Streptomycetaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria","Genus:Frateuria"
"719c340718bc72b34dc4b7c8f47cdf0a","1ed6f4ce71546bfb9593edd78456b74f",0.0289,"darkblue",0.0289,"Genus:Planctomicrobium","Class:Bacilli","AMF","Bacteria","Firmicutes","Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Class:Bacilli","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomicrobium","Genus:Planctomicrobium"
