"ASV_ID","C10","C11","C12","C2","C3","C4","C6","C7","C8","C9","E1","E10","E11","E12","E3","E5","E6","E7","E8","E9","V1","V10","V11","V12","V2","V4","V6","V7","V8","V9","A1","A11","A12","A2","A3","A4","A6","A7","A8","A9","EA1","EA10","EA11","EA12","EA3","EA4","EA5","EA6","EA8","EA9","VA1","VA10","VA11","VA12","VA2","VA3","VA4","VA5","VA6","VA7","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"c5000c33c3b1c4abe8b98866154d5a24",0,0,0,8,0,0,0,5,0,0,0,12,0,4,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","","",""
"c50b390b1dd5bb214f31290f40dabec0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Bacteria","UBA10199","UBA10199","UBA10199","","",""
"c50d5ee832f1cc9a9d1abf9bb6fd62eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",""
"c51a065d23e5c5df4d598e8a357fc705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","",""
"c5232fcc1ffbb1cfa18f3c9f433f63c4",0,0,0,0,0,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,31,0,40,52,0,0,31,60,0,0,114,0,0,0,16,0,24,17,0,0,0,0,12,0,0,0,0,0,"Bacteria","Myxococcota","Polyangia","Polyangiales","","",""
"c545af237246f3cb958962ce976fba2a",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Pseudovibrio",""
"c54f3e3c73ba5421dbfbc682327256ed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","","","","","",""
"c554dd7ff01e0bd77b341630b3d8b28a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","","","","","",""
"c571e4614a41a702063ae03bc2fe6ddb",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","A4b","",""
"c576c074e340ba8c6e202ecece55f003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",""
